onet_code,Title,xi,chi,L0,L_eq,dL,D_o,dW_bundle,W_o
17-2161.00,Nuclear Engineers,1.4685742760185323,0.5105620966758823,7.012439328054933e-05,1.53756615352607e-06,-6.858682712702326e-05,0.681292412068326,-37.45720988526878,30.827578305516738
17-2171.00,Petroleum Engineers,1.72923276965111,0.4053840922895906,0.00011249696136824554,2.6089067115341805e-05,-8.640789425290373e-05,0.5160705235761158,-25.455115054086324,41.819115745974436
17-2199.03,"Energy Engineers, Except Wind and Solar",1.3894873135869177,0.4880542968583721,0.0008330513093178711,0.00023122839656463035,-0.0006018229127532407,0.7617082843150031,-39.34339013531386,21.587999448684844
17-2199.05,Mechatronics Engineers,2.0267813589080754,0.4719527841809252,0.0008330513093178711,0.0005566790096319353,-0.0002763722996859359,0.3596101794565658,-17.563946588200565,46.78617772442677
17-2199.06,Microsystems Engineers,1.787813884096223,0.5335808556591499,0.0008330513093178711,0.0003300008092845321,-0.0005030505000333391,0.5293711414966121,-27.479677880779743,46.59920738069888
17-2199.07,Photonics Engineers,1.578257434147083,0.4226181588002128,0.0008330513093178711,0.00027038625833618145,-0.0005626650509816897,0.5948653979357523,-29.890959685844834,27.232958286720947
17-2199.08,Robotics Engineers,2.095868232356062,0.3275712721371361,0.0008330513093178711,0.000728446366054039,-0.00010460494326383217,0.305925484347771,-14.260504181514756,25.42846211813801
17-2199.09,Nanosystems Engineers,1.5127664178065594,0.4169020307389071,0.0008330513093178711,0.0002655398449320131,-0.000567511464385858,0.7123397516123718,-34.14225525437555,17.93911353195256
17-2199.10,Wind Energy Engineers,1.974818883654363,0.5461684457662558,0.0008330513093178711,0.000575585494607759,-0.0002574658147101121,0.3530608981363429,-17.376599722531804,49.65370251517033
17-2199.11,Solar Energy Systems Engineers,1.650529785833319,0.4942816405648526,0.0008330513093178711,0.0002846676891247715,-0.0005483836201930996,0.6333563841543662,-32.18016703514535,26.614267620791562
17-3012.00,Electrical and Electronics Drafters,2.236336977337472,0.3300899692507175,0.00011409696719447364,8.764182997145842e-05,-2.645513722301522e-05,0.25488369586875825,-11.555884987107218,39.80286570949634
17-3013.00,Mechanical Drafters,2.396148484772101,0.3362237465271034,0.00024744917691838213,0.00021574704447579996,-3.170213244258217e-05,0.19840233715273523,-8.7805625736525,37.8174111576275
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,2.1703845833570306,0.6663863557014298,5.8703662038162454e-05,3.446586020661746e-05,-2.4237801831544994e-05,0.22994435286216353,-12.293478784846101,92.11569704760066
17-3022.00,Civil Engineering Technologists and Technicians,1.5317517142652632,0.3958329512565542,0.0003506771390174441,0.0001416208337496589,-0.00020905630526778522,0.5668474559699478,-28.246523137126296,31.856251238015396
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,2.442751846024659,0.5646596232990968,8.474513617539242e-05,6.393659234020037e-05,-2.0808543835192043e-05,0.15047126293835278,-7.735228356357632,86.98524534064262
17-3024.01,Robotics Technicians,2.7066461953121466,0.4194585475323837,8.474513617539242e-05,9.91936191372331e-05,1.444848296184068e-05,0.08519101266455996,-3.383481607283054,42.76168854247398
17-3025.00,Environmental Engineering Technologists and Technicians,1.5588731194994812,0.3765158373072478,7.602786305318408e-05,1.466112422718428e-05,-6.136673882599979e-05,0.5659486423128973,-29.584872097826594,30.37474573239542
17-3026.00,Industrial Engineering Technologists and Technicians,2.0892098557018244,0.5018486731105022,0.0004028704325212991,0.0003556522465933285,-4.721818592797058e-05,0.21842131785654445,-11.730938500192782,36.81254678795132
17-3026.01,Nanotechnology Engineering Technologists and Technicians,1.944735287607553,0.4172655415788406,0.0004028704325212991,0.00021733643650194453,-0.00018553399601935457,0.4345810499623683,-21.272294104685724,37.87938836174952
17-3027.00,Mechanical Engineering Technologists and Technicians,2.193961889185132,0.5615216435819943,0.00021478698901744966,6.930575823626628e-05,-0.00014548123078118337,0.20801321180070223,-11.13501220270583,77.44986271254456
17-3027.01,Automotive Engineering Technicians,2.0850590874700727,0.618359806481636,0.00021478698901744966,9.615693173712623e-05,-0.00011863005728032342,0.270617135303518,-15.209575401167022,76.30936357400358
17-3029.01,Non-Destructive Testing Specialists,2.044067714483917,0.5824573592787442,0.00036524270929758974,0.0002702190853467182,-9.502362395087156e-05,0.2847951876419135,-14.64990225089002,51.96854643760746
17-3029.08,Photonics Technicians,2.507152613432312,0.4508695864259167,0.00036524270929758974,0.00032701858055198354,-3.8224128745606195e-05,0.14106290974276528,-6.212271470763489,51.36327334960763
19-1011.00,Animal Scientists,0.8138729509901693,0.4146177281964888,1.3572463215590192e-05,2.8802324196774095e-06,-1.0692230795912782e-05,0.8835232798604533,-41.732945383204544,7.7682200653320805
19-1012.00,Food Scientists and Technologists,1.2882727482517005,0.3708020094651268,7.779338672350476e-05,2.0199201468159024e-05,-5.7594185255345736e-05,0.7725041325100708,-37.14229232556777,16.857368983818027
19-1013.00,Soil and Plant Scientists,1.0924847344560076,0.4957819163929958,8.717273122208334e-05,9.038955442340378e-06,-7.813377577974297e-05,0.8779016870693949,-45.64502148285638,12.330633709663948
19-1021.00,Biochemists and Biophysicists,1.128975508531176,0.429268100886774,0.00018306273556637504,1.7465972162541345e-05,-0.0001655967634038337,0.763698467572982,-38.169461289209806,24.311511871656904
19-1022.00,Microbiologists,1.1575040772205003,0.4039319241372547,0.00011884181205846046,2.7787462364265432e-05,-9.105434969419503e-05,0.8149396052868678,-39.604047681781346,22.092427611945613
19-1023.00,Zoologists and Wildlife Biologists,0.5501673696419419,0.4700420012983877,9.434517113276108e-05,5.213170975485503e-06,-8.913200015727559e-05,0.774242355910134,-36.93545625722081,17.32096183708363
19-1029.01,Bioinformatics Scientists,0.8706274442826827,0.4135969226786506,0.0003377667471782242,5.1943729160635456e-05,-0.00028582301801758877,0.8846570108684113,-42.476449924473684,6.2475042803883145
19-1029.02,Molecular and Cellular Biologists,1.015905470440379,0.4205276361491634,0.0003377667471782242,7.442290183657573e-05,-0.0002633438453416485,0.7857675889905663,-38.96512304493191,12.797415234730133
19-1029.03,Geneticists,0.8537302838839473,0.4553502093483507,0.0003377667471782242,8.95927530753137e-05,-0.00024817399410291053,0.844992214916364,-41.5221865598326,7.502902001861202
19-1029.04,Biologists,0.7236839866466813,0.4684527396319463,0.0003377667471782242,6.049978279344259e-05,-0.00027726696438478164,0.8306513215161878,-40.47472034586382,9.655424239346553
19-1031.00,Conservation Scientists,0.9035882304217632,0.4659779455683766,0.0001257383888956506,1.1293908471384737e-05,-0.00011444448042426586,0.8286312087852943,-41.710481335848826,11.801890647663901
19-1031.02,Range Managers,0.6473076953281485,0.30946250025275,0.0001257383888956506,3.226206995312814e-05,-9.347631894252246e-05,0.768845264971115,-33.53854361021202,10.692576414862982
19-1031.03,Park Naturalists,6.052249204376099,0.3766337605366127,0.0001257383888956506,0.00010168912632307152,-2.4049262572579076e-05,0.31433168280618307,-12.872826372982733,14.537592111812625
19-1032.00,Foresters,0.8689406725326552,0.2488042082332703,5.2138120889157444e-05,1.805019105657675e-05,-3.40879298325807e-05,0.5979989580500417,-27.250839119324414,19.78754241593051
19-1041.00,Epidemiologists,0.5225661799556947,0.5864327264000075,5.644158483556409e-05,2.403999564396682e-07,-5.620118487912442e-05,0.7575564100644642,-37.94093650532461,18.97489283630355
19-1042.00,"Medical Scientists, Except Epidemiologists",0.8496146994362412,0.4713410797868172,0.0007537682619975333,0.00019779990580576006,-0.0005559683561917732,0.7432256304031624,-38.14712892631586,12.772267794261563
19-2011.00,Astronomers,0.4633275992792994,0.4141115131403424,1.147590385708439e-05,4.5223027857980805e-06,-6.95360107128631e-06,0.6760070751764675,-30.564399190631047,8.74958099569143
19-2012.00,Physicists,1.22810472036972,0.4752983933087569,0.00010124174796995122,6.97489801703885e-06,-9.426684995291237e-05,0.7736972860779464,-40.08115924508504,30.846462058850157
19-2021.00,Atmospheric and Space Scientists,1.0133329776473845,0.384769553041447,5.136570428339215e-05,6.068213202594231e-06,-4.529749108079792e-05,0.7272408573667438,-35.96488686901002,17.985935123151535
19-2031.00,Chemists,1.6683413495120971,0.5460358593012261,0.0004608568505683938,0.00017802343769550693,-0.0002828334128728869,0.517355060437227,-29.852158441560675,48.15084136894612
19-2032.00,Materials Scientists,1.5736118779977464,0.4250894741679786,4.860707354851609e-05,9.978377237986192e-06,-3.86286963105299e-05,0.539642782580851,-26.295368861122558,59.57061038776688
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.0542950679760053,0.623716766888985,0.00044540851845308786,4.6852801311688584e-06,-0.000440723238321919,0.9110078652207934,-51.547287531101965,16.301728229845736
19-2041.01,Climate Change Policy Analysts,0.6771282988884415,0.6213864550734289,0.00044540851845308786,3.596130555843519e-05,-0.00040944721289465266,0.9051076300539749,-46.63932557913696,8.298025169613043
19-2041.02,Environmental Restoration Planners,1.1189319953195354,0.5439415499824792,0.00044540851845308786,4.4033701447432524e-05,-0.0004013748170056553,0.8914092450689352,-48.27095129815633,10.719478928425813
19-2041.03,Industrial Ecologists,1.265176335265836,0.6174120166919871,0.00044540851845308786,7.5051733913559185e-06,-0.00043790334506173197,0.8531996857751434,-49.026386605309156,19.94400659619935
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.3506938900218284,0.5115371718760439,0.00013583497738529695,1.0859491910646706e-05,-0.00012497548547465024,0.8088076473523446,-42.64184411881554,23.470141478038634
19-2043.00,Hydrologists,1.1410992810823395,0.4830308936059596,3.393115803897548e-05,3.2378552769189625e-06,-3.069330276205651e-05,0.8386339217332546,-43.34616756875248,16.611515569833784
19-2099.01,Remote Sensing Scientists and Technologists,1.2370877403436729,0.4007760253452259,0.00011486938380023895,3.0247279735675504e-05,-8.462210406456343e-05,0.7572337857623971,-37.18319673329072,19.218941613044922
19-3011.00,Economists,0.580032420976745,0.524524060165914,9.059343333332966e-05,7.164733744896244e-06,-8.342869958843341e-05,0.8239637448778304,-39.961886955709005,7.364521637625425
19-3011.01,Environmental Economists,0.9270561047879076,0.64083335957933,9.059343333332966e-05,4.668446985732131e-07,-9.012658863475644e-05,0.9211499031421186,-51.55786826529098,11.767825542474965
19-3022.00,Survey Researchers,0.6848541104566,0.4395401793503081,4.518637143726979e-05,4.946482408328681e-06,-4.023988902894111e-05,0.8618924383800058,-40.616481091786945,7.436863848643391
19-3032.00,Industrial-Organizational Psychologists,0.3968310575696911,0.4795296602138714,5.682779313844674e-06,1.387867292670154e-06,-4.29491202117452e-06,0.7532624368554913,-33.80362285156906,9.859713156932274
19-3033.00,Clinical and Counseling Psychologists,0.2031359434429263,0.5221467755962187,0.0003957531652253189,0.00011880915262735603,-0.0002769440125979628,0.5998210890702482,-26.390761166894485,20.420402872367752
19-3034.00,School Psychologists,6.277963020912134,0.589135354906944,0.000346428847685735,0.0001683591048827959,-0.0001780697428029391,0.3949415352839216,-17.1458738244986,27.55441932193342
19-3039.02,Neuropsychologists,0.2852906989502082,0.5202107854464764,7.988994608201056e-05,1.2603489664713888e-05,-6.728645641729668e-05,0.6925555916356972,-31.17227738310193,21.065115392494416
19-3039.03,Clinical Neuropsychologists,0.3218332585111266,0.4802850804820089,7.988994608201056e-05,2.736839861251288e-05,-5.252154746949768e-05,0.7214463788629744,-32.17397321621748,17.36313764178386
19-3041.00,Sociologists,0.4531100835269863,0.5724635040750629,1.59448856475836e-05,3.256995639371523e-07,-1.5619186083646448e-05,0.8191391818874884,-38.76347528100957,15.715214492833114
19-3051.00,Urban and Regional Planners,0.8300519424053363,0.5568887211911813,0.0002355318921437176,2.1520315588933327e-05,-0.00021401157655478428,0.9141547177480218,-47.48197787047486,9.644760354782013
19-3091.00,Anthropologists and Archeologists,0.4686196354748743,0.4264746011771718,4.2593258546486294e-05,4.864124963883867e-06,-3.772913358260243e-05,0.6969504855803746,-32.34016094296438,13.185782685016225
19-3092.00,Geographers,0.7642067367751031,0.3697509363569973,8.055201745838082e-06,8.804224214348322e-07,-7.17477932440325e-06,0.7562106954239349,-35.086108017886936,9.597196476014775
19-3093.00,Historians,0.1639077367173792,0.3927146045375067,1.6772474868046416e-05,4.155495576524248e-06,-1.2616979291522168e-05,0.6258864312655122,-26.467968902212615,16.317551697165356
19-3094.00,Political Scientists,0.3835483073968098,0.5905063860283246,3.078631900121678e-05,1.7436778905949678e-06,-2.904264111062181e-05,0.7061087729626202,-34.68900000984117,16.652356541484124
19-3099.01,Transportation Planners,0.9927919394228174,0.458955569316046,0.0001942627763499718,3.0907548284464184e-05,-0.00016335522806550762,0.870060063712008,-44.22594435220469,13.108091943022286
19-4012.00,Agricultural Technicians,1.7803225704159087,0.1617553154431858,7.255198832724026e-05,3.9935005752505944e-05,-3.261698257473431e-05,0.41899909553618375,-19.453621754314664,21.869225453072545
19-4012.01,Precision Agriculture Technicians,1.5318208055010225,0.3506268054925698,7.255198832724026e-05,1.6920301485857445e-05,-5.563168684138281e-05,0.6717203623320444,-31.589295755409612,21.223561893270677
19-4013.00,Food Science Technicians,1.9011108844513411,0.3250528139946744,8.380720172553456e-05,3.597520705651715e-05,-4.783199466901741e-05,0.43945907824045666,-20.691599685607702,42.335330982547944
19-4021.00,Biological Technicians,1.7018919414495826,0.2156417864294967,0.000424773960556215,0.000168022932684161,-0.000256751027872054,0.41148999586082097,-20.77694299811979,22.664664951924603
19-4031.00,Chemical Technicians,1.7842622984144365,0.3498287985124232,0.00030830457092974794,0.00013185596233961756,-0.0001764486085901304,0.4874139734686472,-24.429871212884784,34.40518142813769
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1.5034477993507072,0.4375867143525518,0.00017870409900527085,5.906897043154686e-05,-0.00011963512857372399,0.6500330646612218,-32.79047604218531,21.359702801991226
19-4051.02,Nuclear Monitoring Technicians,2.00202567771759,0.3154829569701335,2.9793211936661398e-05,1.797165997958195e-05,-1.1821551957079449e-05,0.3691417390909206,-16.71182283253276,31.402979623695202
19-4061.00,Social Science Research Assistants,0.4856360794651509,0.3311418940954537,0.0001704282068006427,5.799451511734536e-05,-0.00011243369168329733,0.6758043570451447,-29.79972368301064,17.0907506271012
19-4071.00,Forest and Conservation Technicians,0.7447357322342245,0.1626912383590358,0.00015856609464067565,0.00010976652984069497,-4.879956479998069e-05,0.47630371602369365,-20.210619797774537,20.673438869212596
19-4092.00,Forensic Science Technicians,1.5137784942443102,0.2651779433130093,9.666242095005697e-05,4.369344820590168e-05,-5.29689727441553e-05,0.5559820009925002,-25.88862443571748,23.60220839518531
19-4099.01,Quality Control Analysts,1.5065691812048634,0.46737013734479,0.00039851179596019494,5.304580588395117e-05,-0.00034546599007624374,0.6822222869527901,-36.079058578598755,28.15959936978405
19-4099.03,Remote Sensing Technicians,1.5602297764154116,0.335115648673367,0.00039851179596019494,0.0002167662116541688,-0.00018174558430602615,0.5622606838992936,-26.602797290408027,30.11468534419013
19-5011.00,Occupational Health and Safety Specialists,1.2065741694859482,0.3717042369895171,0.0006747610777506831,0.0002125401972054109,-0.0004622208805452722,0.7120396245022059,-34.95339971411966,14.867041832021528
19-5012.00,Occupational Health and Safety Technicians,1.313215241750985,0.3403762037018598,0.00015045572028014005,3.2007123167427816e-05,-0.00011844859711271224,0.6153540716415872,-29.87829430529161,26.849019932991975
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",5.926115011907728,0.6034747604439004,0.0018077858931789766,0.0020639489664547226,0.00025616307327574594,0.16113152321818877,-5.976050906717439,22.246602967627712
21-1013.00,Marriage and Family Therapists,0.0121368675497294,0.5622140141962602,0.0003494633414940987,0.00018058588858303447,-0.0001688774529110642,0.490747955388727,-19.824068737032036,21.086782348427793
21-1015.00,Rehabilitation Counselors,0.0774601498761539,0.46980057361926,0.0004675879095614914,0.00033453942668727906,-0.00013304848287421233,0.4991411169216531,-21.231884746555,13.53796519597364
21-1021.00,"Child, Family, and School Social Workers",6.175348604150893,0.5145064070323905,0.0019429587991879032,0.0015567586744791185,-0.0003862001247087847,0.36319480345656946,-14.844585716715432,13.15606519295553
21-1022.00,Healthcare Social Workers,0.05230805682885,0.5098561860804994,0.0010208037171335355,0.0005121835582787605,-0.000508620158854775,0.4923704674680669,-20.956769516667748,15.086223891750796
21-1023.00,Mental Health and Substance Abuse Social Workers,6.262397122392789,0.5240263214801615,0.000632719545351172,0.0003761154346900948,-0.0002566041106610772,0.4535530558802441,-18.389847805320837,21.371512797281966
21-1091.00,Health Education Specialists,0.1037697424376885,0.6062413216358226,0.000318897712951672,9.034383790723897e-05,-0.000228553875044433,0.4685422329462026,-19.9093233922645,31.032162807136185
21-1092.00,Probation Officers and Correctional Treatment Specialists,6.120976480381305,0.3553834922847684,0.0004737672424076137,0.0004175329311296858,-5.623431127792792e-05,0.4327784298213401,-16.99962610707476,11.665552814424261
21-1093.00,Social and Human Service Assistants,6.05637660699731,0.4181791141224096,0.002258270292184236,0.002165647531424557,-9.262276075967931e-05,0.3547297741452849,-14.380328653588622,10.782231902603755
21-1094.00,Community Health Workers,6.275573967599635,0.5497595362988216,0.0003230356590539861,0.0001566585079284323,-0.00016637715112555377,0.43935944025085805,-17.90702719118417,28.466480678444245
21-2011.00,Clergy,5.738913691481301,0.4951489479413918,0.0003124976896467595,0.0003977328774092719,8.523518776251237e-05,0.07469051608121309,-2.4699703800641792,20.000879472820404
21-2021.00,"Directors, Religious Activities and Education",6.010092296956891,0.5488029919670463,0.00012838667440113162,0.00012556160419581648,-2.825070205315141e-06,0.20032419802236015,-7.818206264751593,25.724944251763773
23-1011.00,Lawyers,0.0921260885418117,0.3850915918028009,0.0040349940032885084,0.003050700712681126,-0.0009842932906073826,0.5407919989624107,-22.707259542081232,7.917912562093603
23-1012.00,Judicial Law Clerks,6.014854614946249,0.359851915368895,8.099339837596098e-05,6.821111316172145e-05,-1.2782285214239529e-05,0.34941997500519795,-12.86214936653646,19.525856852297277
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",0.2661132548725979,0.3465000042228904,8.093822576126346e-05,3.829485479489269e-05,-4.264337096637077e-05,0.6208023705542428,-27.429167083945476,9.627372539380326
23-1022.00,"Arbitrators, Mediators, and Conciliators",0.0650711527547365,0.3186721063794065,3.89518659764499e-05,2.6068877675299546e-05,-1.2882988301150353e-05,0.5227173076068042,-22.212836913826603,10.65761304372927
23-1023.00,"Judges, Magistrate Judges, and Magistrates",5.909766936930342,0.337103302224663,0.00013500738816483415,0.00014813244167971015,1.3125053514875996e-05,0.27434393578901684,-10.040537886235942,12.648137828894946
23-2011.00,Paralegals and Legal Assistants,6.064773561734509,0.3015632959181752,0.0019580209230003263,0.001709214453751834,-0.00024880646924849235,0.4108029681302404,-17.0621520737455,8.312772669425938
23-2093.00,"Title Examiners, Abstractors, and Searchers",0.7329065028577534,0.1204788612985485,0.000274538930734865,0.00015217558556220075,-0.00012236334517266425,0.5302786677600371,-21.14634932078376,17.38069706933333
25-1011.00,"Business Teachers, Postsecondary",5.8923823890737,0.5856282482662668,0.00045782235676003014,0.00041359410875653414,-4.422824800349599e-05,0.20419473384024936,-8.4495253569448,15.763589543803812
25-1021.00,"Computer Science Teachers, Postsecondary",5.911966134908718,0.5449751339379635,0.0001994490021315388,0.00019874722412905935,-7.017780024794488e-07,0.2435688687503891,-9.896287455234857,13.528113994812482
25-1022.00,"Mathematical Science Teachers, Postsecondary",5.852219722216242,0.5750511804245356,0.0002660975206861443,0.00028898250722062967,2.2884986534485376e-05,0.20927815303294786,-8.138017518716474,15.130152243277069
25-1031.00,"Architecture Teachers, Postsecondary",5.92108899520546,0.5638474341829542,4.606913327243012e-05,4.317842021977996e-05,-2.8907130526501635e-06,0.2550793987802435,-10.670031244323853,14.127953293981435
25-1032.00,"Engineering Teachers, Postsecondary",5.968738693394053,0.5298823451134806,0.0002116973225943885,0.00019453645220506762,-1.716087038932087e-05,0.2882241834272141,-12.283622672634898,13.854229006771108
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",5.941856630181804,0.5618241227808165,4.1655324096628434e-05,4.021425256068515e-05,-1.4410715359432815e-06,0.2685338399149566,-11.157506528681793,13.362130280521095
25-1042.00,"Biological Science Teachers, Postsecondary",5.933103339099668,0.5186627879520512,0.00028717345950059734,0.0002591226110641068,-2.8050848436490556e-05,0.24034777844138303,-9.782225978791013,19.12335459299509
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",5.984623783450736,0.5662030182107882,6.951749451887659e-06,6.550942396609772e-06,-4.008070552778873e-07,0.2882783915866598,-12.080443471531657,14.065802137425019
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5.955239108811932,0.5393309013782918,6.493816749898234e-05,5.6626584515160865e-05,-8.311582983821478e-06,0.2756519940551019,-11.316288071478422,16.63503951201161
25-1052.00,"Chemistry Teachers, Postsecondary",5.944003508432697,0.527228266277482,0.00011150385430369016,0.00010645290678952388,-5.050947514166276e-06,0.2545102835546086,-10.301897186307396,16.508496110710517
25-1053.00,"Environmental Science Teachers, Postsecondary",5.969142056625407,0.5702340282100958,3.9282901664635026e-05,3.5769265787016036e-05,-3.5136358776189906e-06,0.2935971509299911,-12.176964116643346,13.468344928698675
25-1054.00,"Physics Teachers, Postsecondary",5.908923026552506,0.5280658479678882,7.740717842062211e-05,7.835769596077134e-05,9.505175401492279e-07,0.2340896535904938,-9.496588667732961,14.797204873567397
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",6.004713877733327,0.5586778807441705,2.7751825192853115e-05,2.1841160873580983e-05,-5.910664319272131e-06,0.296992255300558,-12.695200449970763,14.915473416541335
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",5.920444797844599,0.5824479222699256,6.383471520503192e-05,6.613368666175915e-05,2.298971456727233e-06,0.22801967558860745,-9.37570409038017,16.39669601905978
25-1063.00,"Economics Teachers, Postsecondary",5.916683199545707,0.5786751476753478,6.736576254567327e-05,6.823890013612664e-05,8.731375904533705e-07,0.2382842992084943,-9.943071662009524,13.621529704617389
25-1064.00,"Geography Teachers, Postsecondary",5.96477744175168,0.5462758068463008,1.9200069914737346e-05,1.7590545681717517e-05,-1.6095242330198288e-06,0.2899386397910821,-12.244454966186428,13.514182504806342
25-1065.00,"Political Science Teachers, Postsecondary",5.903663173856796,0.5882701133782564,9.428999851806357e-05,9.750772893472656e-05,3.2177304166629912e-06,0.22509369800155268,-9.406442265524838,14.307003297182245
25-1066.00,"Psychology Teachers, Postsecondary",5.943077735704581,0.5641164340180069,0.00022405598828663322,0.0002257299012492505,1.673912962617285e-06,0.25788738557147056,-10.586000690250648,15.20409266787874
25-1067.00,"Sociology Teachers, Postsecondary",5.926191646558987,0.5771073256380215,7.100715511570966e-05,7.290634237407525e-05,1.899187258365596e-06,0.23881682342545316,-9.80138258689954,13.8169912622552
25-1071.00,"Health Specialties Teachers, Postsecondary",5.883340002691258,0.5904192194469525,0.0012433700448233357,0.001389233297767363,0.00014586325294402725,0.20856343677064587,-8.20822138414249,15.371340893783502
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",5.947113954972658,0.5810446918596154,0.0004011049088509784,0.00034953597809997676,-5.156893075100165e-05,0.244467577769365,-9.907697319021109,16.640747951680762
25-1081.00,"Education Teachers, Postsecondary",5.910364129173049,0.594262171956924,0.00033578053304911346,0.0003602839588289636,2.4503425779850117e-05,0.2154362246398285,-8.843934547100408,16.43744114541948
25-1082.00,"Library Science Teachers, Postsecondary",5.911209710624378,0.5822393224301137,2.3282843402353905e-05,2.2458746656836105e-05,-8.240967455178004e-07,0.22464016421158944,-9.140473163344492,14.583845098989839
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",5.896528493337208,0.5890959885882595,7.387613107998075e-05,7.67334502722115e-05,2.857319192230742e-06,0.21428698741291094,-8.845161905641485,14.009882573331065
25-1112.00,"Law Teachers, Postsecondary",5.8692994864134285,0.58800989576215,8.038649961428825e-05,8.634754903648893e-05,5.961049422200672e-06,0.20035317995383636,-8.293450871082307,13.492821229703836
25-1113.00,"Social Work Teachers, Postsecondary",5.929883455337112,0.581079309446812,6.471747704019226e-05,6.384347223295435e-05,-8.740048072379059e-07,0.2289700840934706,-9.356182134378535,21.277388787498317
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",5.832059258073668,0.5425164684969244,0.0005600020391798393,0.0006009795114122911,4.09774722324518e-05,0.1873532853477375,-7.539588625477962,16.027558890321625
25-1122.00,"Communications Teachers, Postsecondary",5.883135178951345,0.5819217704670391,0.0001573522971173302,0.000165780118599502,8.427821482171789e-06,0.2190986945303675,-9.080780577621612,13.867997280941301
25-1123.00,"English Language and Literature Teachers, Postsecondary",5.865889047820697,0.564077378220911,0.0003177942606577216,0.00035312953972745065,3.5335279069729076e-05,0.20352344574303136,-8.288306268540953,15.439302314345468
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",5.859282179447422,0.5974023376330038,0.00011486938380023895,0.0001354224425556359,2.0553058755396942e-05,0.18218493146650624,-7.067182835180741,14.932841791799676
25-1125.00,"History Teachers, Postsecondary",5.928095838270006,0.5847633333396328,0.000113710758891591,8.126654869125925e-05,-3.244421020033175e-05,0.24764468097020256,-10.299239499883452,18.699697863066316
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",5.8689899254777655,0.5886999355617444,0.00011211075306536289,0.00012786961645586977,1.5758863390506883e-05,0.2028649419452178,-8.025142477359815,15.763270785779426
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",5.926277208135334,0.5798079363572899,1.4675915509540613e-05,1.3970010170929093e-05,-7.059053386115205e-07,0.2583070706220354,-10.773847929499539,13.72250425243714
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",5.914494199195162,0.5805347889003802,7.321405970361051e-05,7.363287127835018e-05,4.188115747396715e-07,0.23069466127341415,-9.721099478567824,14.378206060734595
25-1194.00,"Career/Technical Education Teachers, Postsecondary",6.04308646094223,0.4054629491437036,0.0006134091302070397,0.0006312001731660077,1.7791042958968054e-05,0.2850236006452136,-11.18115714822874,18.062072016650085
25-2011.00,"Preschool Teachers, Except Special Education",5.739984357227568,0.5132541123940154,0.002373746574746148,0.0026374044713987355,0.0002636578966525873,0.11322480531154003,-4.327692318979536,13.498549158255452
25-2012.00,"Kindergarten Teachers, Except Special Education",5.784949003258184,0.5012116584394732,0.0006542368650832053,0.0007176564087357368,6.341954365253152e-05,0.1250844936532805,-4.67710317206682,13.790603384166273
25-2021.00,"Elementary School Teachers, Except Special Education",5.757909261450223,0.5329168867693564,0.007779724880653358,0.009795695192481652,0.002015970311828294,0.09745143151001505,-3.406379801844862,11.86259432963917
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",5.765944238783927,0.538765411923729,0.00345761259047895,0.0044464131228757415,0.0009888005323967913,0.09879049286925344,-3.421498135885475,11.577196088298733
25-2023.00,"Career/Technical Education Teachers, Middle School",5.766745044788627,0.5433738193268722,6.736576254567327e-05,8.771491476863356e-05,2.034915222296029e-05,0.08346581996119791,-2.675831536260007,12.59224637864358
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",5.79172175996194,0.5374944424208639,0.005766476170340813,0.007103734384795984,0.0013372582144551707,0.10743891747380506,-3.7473176866742053,11.960745847083931
25-2032.00,"Career/Technical Education Teachers, Secondary School",5.783262858560279,0.5263267266322691,0.0004969397405805726,0.0006257777094881586,0.00012883796890758603,0.09364216890664535,-3.035973865820699,13.098736065965754
25-2051.00,"Special Education Teachers, Preschool",5.862214838327032,0.4540383675426687,0.00013710394752333995,0.00012847970333330956,-8.624244190030383e-06,0.19858569094591852,-7.601128253230268,19.274505041701012
25-2057.00,"Special Education Teachers, Middle School",5.830810372798077,0.5072015708102238,0.000490208681587475,0.0005673904292461886,7.718174765871354e-05,0.16319817411156126,-5.918672152283896,13.916100879506022
