id,name,batch,status,is_ai,is_robotics,xi,chi
27938,Boundary,Winter 2023,Active,1,0,1.4122150715148152,0.0839707581119039
27939,FactIQ,Winter 2023,Active,1,0,1.1284727338516556,0.20737110019938787
27941,Sage AI,Winter 2023,Active,1,0,0.26707380705989414,0.17930079130283294
27942,SensorSurf,Winter 2023,Inactive,1,0,1.8699058759191582,0.17560583537084695
27943,Hadrius,Winter 2023,Active,1,0,0.9606934206739475,0.04922079865594797
27945,Fairway Health,Winter 2023,Acquired,1,0,0.10635050395148894,0.12995766388575083
27947,Shortbread,Winter 2023,Active,1,0,5.008813474868802,0.19642801141941812
27950,Sherloq,Winter 2023,Active,1,0,0.43325817210300493,0.13038340141128313
27952,Finic,Winter 2023,Active,1,0,1.1973744065275789,0.10624113380907405
27956,Hippo Scribe,Winter 2023,Active,1,0,0.03206846258163324,0.21277118765105693
27966,CombineHealth,Winter 2023,Active,1,0,0.9011341901967093,0.03185001337483697
27967,Echo,Winter 2023,Inactive,1,0,5.476998412201896,0.23164919910431278
27978,SuperKalam,Winter 2023,Active,1,0,6.129792502219878,0.3686689270767347
27982,Clueso,Winter 2023,Active,1,0,4.804394950080642,0.11050404002489873
27983,Retape,Winter 2023,Active,1,0,4.7543300385327605,0.10774368553590646
27991,Coldreach,Winter 2023,Active,1,0,0.17920409517984875,0.1423180320762433
28019,inBuild,Winter 2023,Active,1,0,3.624065845456774,0.22937465025937182
28037,Diffuse Bio,Winter 2023,Active,1,0,1.4232862250681038,0.23840735738988017
28069,Pylon,Winter 2023,Active,1,0,5.032374092878437,0.19247556458012632
28071,Epsilon,Winter 2023,Active,1,0,0.3443103439718818,0.40891931085629485
28072,Helios,Winter 2023,Active,1,0,3.8824253656083427,0.14632040131704163
28073,PlayAI,Winter 2023,Acquired,1,0,5.984633486862585,0.1637479268187716
28077,Corgi Labs,Winter 2023,Active,1,0,0.7778757665518683,0.1004299603468199
28081,DAGWorks Inc.,Winter 2023,Acquired,1,0,1.5899419386563591,0.12453138999324691
28089,Maxi,Winter 2023,Active,1,0,5.505528355058065,0.22856849211594862
28091,Hindsight,Winter 2023,Active,1,0,0.5282146330965053,0.21417637859415944
28096,OpenInt,Winter 2023,Acquired,1,0,2.8180862444717776,0.029610437720674596
28097,Decohere,Winter 2023,Active,1,0,1.2027628532668864,0.09460751828694207
