code,dL,strip_adj,cong_adj,reinst_adj,total_adj
15-2099.01,-2.205276446733645e-05,-1.5436077564301942,0.7491770834934037,0.01202324339205818,-0.7824074295447323
17-1011.00,-0.00040803574858376383,-1.1882223299358743,0.3210019287747854,0.05352113067214104,-0.8136992704889479
17-1012.00,-8.50113539542484e-05,-1.7268336145907537,0.39321668536813514,0.06608062772001011,-1.2675363015026084
17-1021.00,-3.520621897728035e-05,-0.8742705188876805,0.2290100203350729,0.02128354259274179,-0.6239769559598658
17-1022.00,-0.00014585457422611311,-0.8320330237637084,0.2507619049026193,0.028165570015620922,-0.5531055488454681
17-1022.01,-0.00020766485953399816,-0.9946358609445083,0.4833235331446182,0.02147961722525782,-0.4898327105746323
17-2011.00,-0.0002749405444516589,-0.9207405120395586,0.6034644862660183,0.021367815338149576,-0.29590821043539073
17-2021.00,-8.064664649876961e-06,-0.40746025240299577,-0.05506734864702434,0.012918993528606926,-0.4496086075214132
17-2031.00,-9.735470854517542e-05,-1.6584181474078115,0.6962668743469851,0.054554340038960536,-0.9075969330218658
17-2041.00,-7.94559878911781e-05,-0.43450008783681593,0.39254840190088824,0.013118978355006305,-0.02883270758092138
17-2051.00,-0.0009528827024427829,-1.0431039583708466,0.2999194300405672,0.0688464326997269,-0.6743380956305525
17-2051.01,-0.001072821967113544,-1.0888376464749308,0.3855137555118411,0.0483811419219613,-0.6549427490411284
17-2051.02,-0.0012712972059405578,-1.3250455078030519,0.4291525867145598,0.06852778051778108,-0.827365140570711
17-2061.00,-0.00022384601264676296,-0.7250627782156629,0.15407651339827577,0.04021259031390034,-0.5307736745034868
17-2071.00,-0.0004819173847961485,-0.7666638100455065,0.25668340387687305,0.03695551289915988,-0.4730248932694736
17-2072.00,-0.0003217228612535776,-0.7740777754224237,0.30594476541519855,0.03345398036996672,-0.43467902963725846
17-2072.01,-0.00032273075177379905,-1.0384566833597266,0.3055158598433816,0.04096244163942986,-0.6919783818769152
17-2081.00,-0.0002047140470335309,-1.7028641608131831,0.6890329191199958,0.033527690165331414,-0.980303551527856
17-2111.02,-0.0001040055985669811,-1.791913021907749,0.6287948447908849,0.057548042579837144,-1.105570134537027
17-2112.00,-0.0006673712203787894,-0.6835349433799567,0.19985506875590886,0.03124702175167604,-0.4524328528723718
17-2112.01,-0.0014139424825176214,-1.474970330075358,0.5190540613139354,0.05539715071314388,-0.9005191180482788
17-2112.02,-0.0012262969513886872,-1.067843587337137,0.4711769792646976,0.027759978113966355,-0.5689066299584731
17-2112.03,-0.0005487579834181279,-0.5322357445693635,0.16196432527787952,0.03880430115521394,-0.33146711813627006
17-2121.00,-3.637216073341804e-05,-0.5410413068177888,0.2303550132265091,0.015398787226173383,-0.29528750636510637
17-2131.00,-9.889320556628867e-05,-0.9707326127090896,0.38225465237784206,0.03249840051851427,-0.5559795598127333
17-2141.00,-0.0006291491123666393,-0.49028413644419544,0.23495863931930883,0.027456711806909784,-0.22786878531797683
17-2141.01,-0.000853378380182202,-0.8259734439832895,0.33619932455091117,0.0406251122925827,-0.44914900713979566
17-2141.02,-0.0009016105888523367,-1.007257422856152,0.40646223196013276,0.04709343008688016,-0.553701760809139
17-2151.00,-2.8451262630369528e-05,-0.9977221991324621,0.3428218907200393,0.04350229403259842,-0.6113980143798243
17-2161.00,-6.858682712702326e-05,-1.4570125621198837,0.8700023362761673,0.021317056034123816,-0.5656931698095926
17-2171.00,-8.640789425290373e-05,-0.5962222279481448,0.47582113224630973,0.012277706751110173,-0.10812338895072493
17-2199.03,-0.0006018229127532407,-1.260051933327457,0.41976875772676703,0.04395894064024475,-0.7963242349604451
17-2199.05,-0.0002763722996859359,-0.4396964370907188,0.1872080728224228,0.023966309650106155,-0.22852205461818986
17-2199.06,-0.0005030505000333391,-0.7251388233116693,0.3380831255036063,0.028505253094031957,-0.3585504447140311
17-2199.07,-0.0005626650509816897,-1.0520320606582243,0.38626223671565185,0.044601868523935995,-0.6211679554186365
17-2199.08,-0.00010460494326383217,-0.388737791336248,0.09529141643461614,0.032795916568943984,-0.26065045833268785
17-2199.09,-0.000567511464385858,-1.2164463278203583,0.3165361534102198,0.075375159104345,-0.8245350153057935
17-2199.10,-0.0002574658147101121,-0.41163085985728687,0.18116727669319177,0.019614289976965793,-0.2108492931871293
17-2199.11,-0.0005483836201930996,-1.0714657439367552,0.40973829356533553,0.036571451770263774,-0.6251559986011559
17-3012.00,-2.645513722301522e-05,-0.3245239815680159,0.086218810410708,0.014553094221124496,-0.22375207693618338
17-3013.00,-3.170213244258217e-05,-0.23522641418748957,0.030135915494653442,0.014989026554118379,-0.19010147213871775
17-3021.00,-2.4237801831544994e-05,-0.16495797491374464,0.11999048555817549,0.009586365840023703,-0.035381123515545454
17-3022.00,-0.00020905630526778522,-0.7870696338750252,0.26368591144046283,0.01607152285308855,-0.5073121995814738
