t,A_K,U_tot_theta1,U_tot_theta3,U_tot_theta8,U_tot_theta15
9.200000000000001066e+00,6.029585939419273011e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
9.400000000000000355e+00,6.030064161189928607e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
9.600000000000001421e+00,6.030442207454527193e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
9.800000000000000711e+00,6.030741053585225719e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.000000000000000000e+01,6.030977286336579590e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.020000000000000107e+01,6.031164020811260462e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.040000000000000036e+01,6.031311626303517137e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.060000000000000142e+01,6.031428300679090304e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.080000000000000071e+01,6.031520524787421511e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.100000000000000000e+01,6.031593421894256846e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.120000000000000107e+01,6.031651041943852931e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.140000000000000036e+01,6.031696586344762467e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.160000000000000142e+01,6.031732585706669481e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.180000000000000071e+01,6.031761040365418713e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.200000000000000000e+01,6.031783531480491289e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.220000000000000107e+01,6.031801308863318223e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.240000000000000036e+01,6.031815360407536408e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.260000000000000142e+01,6.031826466973585488e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.280000000000000071e+01,6.031835245773954357e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.300000000000000000e+01,6.031842184667789430e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.320000000000000107e+01,6.031847669269252421e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.340000000000000036e+01,6.031852004375239940e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.360000000000000142e+01,6.031855430902702819e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.380000000000000071e+01,6.031858139276454756e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.400000000000000000e+01,6.031860280011325237e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.420000000000000107e+01,6.031861972076537626e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.440000000000000036e+01,6.031863309507131676e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.460000000000000142e+01,6.031864366629744456e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.480000000000000071e+01,6.031865202193199549e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.500000000000000000e+01,6.031865862633374320e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.520000000000000107e+01,6.031866384653811197e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.540000000000000036e+01,6.031866797265484914e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.560000000000000142e+01,6.031867123399053954e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.580000000000000071e+01,6.031867381179210064e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.600000000000000000e+01,6.031867584931946968e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.619999999999999929e+01,6.031867745980719064e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.640000000000000213e+01,6.031867873275728043e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.660000000000000142e+01,6.031867973891330559e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.680000000000000071e+01,6.031868053419187081e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.700000000000000000e+01,6.031868116279022196e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.719999999999999929e+01,6.031868165964237027e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.740000000000000213e+01,6.031868205236065039e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
1.760000000000000142e+01,6.031868236277019291e-01,2.796879405483532537e-21,-3.695835590696196258e-23,-3.002742490241942760e-24,4.332711474107824233e-15
