onet_code,rle_mean
29-1128.00,7.0909
29-1129.01,8.187318731873187
29-1129.02,6.422999999999999
29-1131.00,11.0264
29-1141.00,5.129299999999999
29-1141.01,6.380738073807382
29-1141.02,8.347965203479651
29-1141.03,5.964196419641964
29-1141.04,8.285628562856285
29-1151.00,9.740800000000002
29-1161.00,8.125012501250126
29-1171.00,8.869613038696132
29-1181.00,11.045499999999999
29-1211.00,11.605500000000001
29-1213.00,10.723700000000001
29-1214.00,11.586199999999998
29-1215.00,10.87028702870287
29-1216.00,11.5301
29-1217.00,11.277472252774723
29-1218.00,11.705600000000002
29-1221.00,11.770299999999999
29-1222.00,11.413
29-1223.00,11.374062593740627
29-1224.00,10.6706
29-1229.01,10.135200000000001
29-1229.02,11.2
29-1229.03,11.622137786221378
29-1229.04,11.3775
29-1229.05,11.7368
29-1229.06,11.490499999999999
29-1241.00,9.93039303930393
29-1291.00,8.143099999999999
29-1292.00,5.847800000000001
29-1299.01,11.04
29-1299.02,7.107110711071108
29-2011.00,5.784721527847215
29-2011.01,6.238099999999999
29-2011.02,6.6364
29-2011.04,5.3332
29-2012.00,5.743100000000001
29-2012.01,4.68
29-2031.00,4.5875
29-2032.00,5.616499999999999
29-2033.00,5.43075692430757
29-2034.00,4.7759
29-2035.00,4.739226077392262
29-2036.00,6.7
29-2051.00,3.7699000000000003
29-2052.00,2.9808
29-2053.00,4.2669999999999995
29-2055.00,3.9938
29-2056.00,3.7771999999999992
29-2057.00,2.6364
29-2061.00,4.033099999999999
29-2081.00,3.0834
29-2091.00,7.85
29-2092.00,6.990900909909009
29-2099.01,4.4517
29-2099.05,3.85
29-2099.08,4.687868786878688
29-9091.00,6.7554
29-9092.00,8.0
29-9093.00,5.123575284943011
29-9099.01,5.6213
31-1121.00,2.6084608460846086
31-1122.00,2.6813
31-1131.00,3.464353564643535
31-1132.00,1.9758000000000002
31-1133.00,3.5288999999999997
31-2011.00,4.9857
31-2012.00,3.5696000000000003
31-2021.00,5.197280271972803
31-2022.00,4.117888211178882
31-9011.00,3.3846615338466157
31-9091.00,3.0503000000000005
31-9092.00,3.4917000000000002
31-9093.00,3.225
31-9094.00,3.3838
31-9095.00,2.1429
