soc2018,year,wage_hourly,wage_source,tot_emp,n_soc2000,one_to_one
43-3041,1999,9.57,H_MEDIAN,20100.0,1,True
43-3051,1999,12.370000000000001,H_MEDIAN,196660.0,1,True
43-3061,1999,12.23,H_MEDIAN,76970.0,1,True
43-3071,1999,8.599999999999998,H_MEDIAN,453140.0,1,True
43-4011,1999,13.790000000000003,H_MEDIAN,72930.0,1,True
43-4021,1999,11.050000000000002,H_MEDIAN,46160.0,1,True
43-4031,1999,12.110000000000001,H_MEDIAN,93910.0,1,True
43-4041,1999,11.510000000000002,H_MEDIAN,82900.0,1,True
43-4051,1999,11.3,H_MEDIAN,1789620.0,1,True
43-4061,1999,13.149999999999999,H_MEDIAN,107650.0,1,True
43-4071,1999,8.380000000000003,H_MEDIAN,266890.0,1,True
43-4081,1999,7.540000000000002,H_MEDIAN,152040.0,1,True
43-4111,1999,9.66,H_MEDIAN,164310.0,1,True
43-4121,1999,8.49,H_MEDIAN,89050.0,1,True
43-4131,1999,12.119999999999997,H_MEDIAN,145400.0,1,True
43-4141,1999,10.630000000000003,H_MEDIAN,69790.0,1,True
43-4151,1999,10.780000000000001,H_MEDIAN,376430.0,1,True
43-4161,1999,12.590000000000002,H_MEDIAN,174110.0,1,True
43-4171,1999,9.260000000000002,H_MEDIAN,987680.0,1,True
43-4181,1999,10.739999999999998,H_MEDIAN,222340.0,1,True
43-5011,1999,12.370000000000001,H_MEDIAN,52690.0,1,True
43-5021,1999,8.360000000000001,H_MEDIAN,134370.0,1,True
43-5031,1999,11.770000000000001,H_MEDIAN,79140.0,1,True
43-5032,1999,13.0,H_MEDIAN,171560.0,1,True
43-5041,1999,12.45,H_MEDIAN,46090.0,1,True
43-5051,1999,18.639999999999997,H_MEDIAN,80330.0,1,True
43-5052,1999,18.21,H_MEDIAN,352550.0,1,True
43-5053,1999,14.860000000000001,H_MEDIAN,234820.0,1,True
43-5061,1999,14.47,H_MEDIAN,298770.0,1,True
43-5071,1999,9.99,H_MEDIAN,886230.0,1,True
43-5111,1999,10.959999999999999,H_MEDIAN,83840.0,1,True
43-6011,1999,14.209999999999999,H_MEDIAN,1316290.0,1,True
43-6012,1999,15.039999999999997,H_MEDIAN,272090.0,1,True
43-6013,1999,10.949999999999998,H_MEDIAN,247950.0,1,True
43-6014,1999,11.180000000000001,H_MEDIAN,1582080.0,1,True
43-9021,1999,9.77,H_MEDIAN,520220.0,1,True
43-9022,1999,11.289999999999997,H_MEDIAN,271310.0,1,True
43-9031,1999,14.12,H_MEDIAN,37040.0,1,True
43-9041,1999,13.93,H_MEDIAN,268650.0,1,True
43-9051,1999,8.759999999999998,H_MEDIAN,198440.0,1,True
43-9061,1999,9.77,H_MEDIAN,2561300.0,1,True
43-9071,1999,9.709999999999999,H_MEDIAN,101490.0,1,True
43-9081,1999,9.37,H_MEDIAN,25970.0,1,True
43-9111,1999,11.550000000000002,H_MEDIAN,24450.0,1,True
45-1011,1999,14.59,H_MEDIAN,20360.0,1,True
45-2011,1999,13.889999999999999,H_MEDIAN,10520.0,1,True
45-2021,1999,10.65,H_MEDIAN,1420.0,1,True
45-2041,1999,6.76,H_MEDIAN,62380.0,1,True
45-2091,1999,7.669999999999998,H_MEDIAN,17630.0,1,True
45-2092,1999,6.419999999999999,H_MEDIAN,215080.0,1,True
45-2093,1999,7.400000000000001,H_MEDIAN,34510.0,1,True
45-4011,1999,8.21,H_MEDIAN,11780.0,1,True
45-4021,1999,13.440000000000001,H_MEDIAN,9420.0,1,True
45-4022,1999,11.430000000000001,H_MEDIAN,33230.0,1,True
45-4023,1999,11.61,H_MEDIAN,5500.0,1,True
47-1011,1999,20.71,H_MEDIAN,476770.0,1,True
47-2011,1999,18.090000000000003,H_MEDIAN,29160.0,1,True
47-2021,1999,19.360000000000003,H_MEDIAN,98530.0,1,True
47-2022,1999,15.359999999999996,H_MEDIAN,8640.0,1,True
47-2031,1999,15.349999999999998,H_MEDIAN,771030.0,1,True
47-2041,1999,13.229999999999999,H_MEDIAN,37750.0,1,True
47-2042,1999,13.96,H_MEDIAN,11310.0,1,True
47-2043,1999,11.879999999999999,H_MEDIAN,6400.0,1,True
47-2044,1999,17.08,H_MEDIAN,27330.0,1,True
47-2051,1999,13.679999999999998,H_MEDIAN,151760.0,1,True
47-2053,1999,15.030000000000001,H_MEDIAN,4570.0,1,True
47-2061,1999,10.849999999999998,H_MEDIAN,763450.0,1,True
47-2071,1999,12.45,H_MEDIAN,58410.0,1,True
47-2072,1999,19.93,H_MEDIAN,4940.0,1,True
47-2073,1999,15.309999999999997,H_MEDIAN,324350.0,1,True
47-2081,1999,15.339999999999998,H_MEDIAN,118300.0,1,True
47-2082,1999,16.02,H_MEDIAN,36950.0,1,True
47-2111,1999,19.13,H_MEDIAN,611920.0,1,False
47-2121,1999,13.33,H_MEDIAN,49630.0,1,True
47-2141,1999,12.859999999999998,H_MEDIAN,260880.0,1,True
47-2142,1999,15.339999999999998,H_MEDIAN,10070.0,1,True
47-2151,1999,12.67,H_MEDIAN,53530.0,1,True
47-2152,1999,17.41,H_MEDIAN,413170.0,1,True
47-2161,1999,14.480000000000002,H_MEDIAN,50060.0,1,True
47-2171,1999,16.03,H_MEDIAN,27760.0,1,True
47-2181,1999,12.94,H_MEDIAN,115280.0,1,False
47-2211,1999,14.090000000000002,H_MEDIAN,231690.0,1,True
47-2221,1999,17.190000000000005,H_MEDIAN,85520.0,1,True
47-2231,1999,17.203613568342412,H_MEDIAN,915050.0,3,False
47-3011,1999,10.609999999999998,H_MEDIAN,56660.0,1,True
47-3012,1999,9.610000000000001,H_MEDIAN,104910.0,1,True
47-3013,1999,9.889999999999999,H_MEDIAN,100460.0,1,True
47-3014,1999,8.950000000000001,H_MEDIAN,30790.0,1,True
47-3015,1999,9.62,H_MEDIAN,81410.0,1,True
47-3016,1999,8.409999999999998,H_MEDIAN,27340.0,1,True
47-4011,1999,18.55,H_MEDIAN,67010.0,1,True
47-4021,1999,22.380000000000006,H_MEDIAN,25010.0,1,True
47-4031,1999,9.95,H_MEDIAN,15540.0,1,True
47-4041,1999,14.050000000000002,H_MEDIAN,34750.0,1,True
47-4051,1999,12.44,H_MEDIAN,139540.0,1,True
47-4061,1999,17.67,H_MEDIAN,8620.0,1,True
47-4071,1999,13.030000000000001,H_MEDIAN,12820.0,1,True
47-4091,1999,11.35,H_MEDIAN,2890.0,1,True
47-5011,1999,12.840000000000002,H_MEDIAN,13720.0,1,True
47-5012,1999,15.71,H_MEDIAN,9500.0,1,True
47-5013,1999,11.289999999999997,H_MEDIAN,11630.0,1,True
47-5022,1999,13.729999999999999,H_MEDIAN,62360.0,1,False
47-5023,1999,13.750000000000002,H_MEDIAN,19650.0,1,False
47-5032,1999,14.045179474459555,H_MEDIAN,23830.0,2,False
47-5041,1999,15.729999999999997,H_MEDIAN,10090.0,1,True
47-5043,1999,17.48,H_MEDIAN,4170.0,1,True
47-5044,1999,15.728082301054881,H_MEDIAN,5760.0,2,False
47-5049,1999,17.570000000000004,H_MEDIAN,0.0,1,False
47-5051,1999,11.12,H_MEDIAN,2140.0,1,True
47-5071,1999,10.080000000000002,H_MEDIAN,29860.0,1,True
47-5081,1999,9.829999999999998,H_MEDIAN,27730.0,1,True
49-1011,1999,20.540000000000003,H_MEDIAN,386170.0,1,True
49-2011,1999,14.260000000000002,H_MEDIAN,130090.0,1,True
49-2021,1999,15.489999999999998,H_MEDIAN,4570.0,1,True
49-2022,1999,20.37,H_MEDIAN,172700.0,1,True
49-2091,1999,19.63,H_MEDIAN,15560.0,1,True
49-2092,1999,13.97,H_MEDIAN,35270.0,1,True
49-2093,1999,15.230000000000004,H_MEDIAN,14700.0,1,True
49-2094,1999,17.149999999999995,H_MEDIAN,71530.0,1,True
49-2095,1999,22.92,H_MEDIAN,20580.0,1,True
49-2096,1999,11.499999999999998,H_MEDIAN,14250.0,1,True
49-2097,1999,12.03,H_MEDIAN,26090.0,1,True
49-2098,1999,13.96,H_MEDIAN,38350.0,1,True
49-3011,1999,18.9,H_MEDIAN,125970.0,1,True
49-3021,1999,15.06,H_MEDIAN,179960.0,1,True
49-3022,1999,13.260000000000002,H_MEDIAN,20520.0,1,True
49-3023,1999,13.619999999999997,H_MEDIAN,587320.0,1,True
49-3031,1999,14.769999999999998,H_MEDIAN,273320.0,1,True
49-3041,1999,11.42,H_MEDIAN,40490.0,1,True
49-3042,1999,15.750000000000002,H_MEDIAN,113540.0,1,True
49-3043,1999,18.090000000000003,H_MEDIAN,7230.0,1,True
49-3051,1999,13.010000000000002,H_MEDIAN,18450.0,1,True
49-3052,1999,11.61,H_MEDIAN,11390.0,1,True
49-3053,1999,10.859999999999998,H_MEDIAN,26550.0,1,True
49-3091,1999,7.719999999999998,H_MEDIAN,8080.0,1,True
49-3092,1999,11.86,H_MEDIAN,13100.0,1,True
49-3093,1999,8.370000000000001,H_MEDIAN,99880.0,1,True
49-9011,1999,14.680000000000001,H_MEDIAN,9620.0,1,True
49-9012,1999,19.959999999999997,H_MEDIAN,31040.0,1,True
49-9021,1999,14.5,H_MEDIAN,187850.0,1,False
49-9031,1999,13.949999999999998,H_MEDIAN,33050.0,1,True
49-9041,1999,16.56,H_MEDIAN,176070.0,1,True
49-9043,1999,14.569999999999999,H_MEDIAN,107180.0,1,True
49-9044,1999,18.76,H_MEDIAN,80390.0,1,True
49-9045,1999,14.990000000000007,H_MEDIAN,3320.0,1,True
49-9051,1999,20.969999999999995,H_MEDIAN,99090.0,1,True
49-9052,1999,16.35,H_MEDIAN,158990.0,1,True
49-9061,1999,14.270000000000001,H_MEDIAN,5330.0,1,True
49-9062,1999,16.450000000000003,H_MEDIAN,19640.0,1,True
49-9063,1999,11.63,H_MEDIAN,4500.0,1,True
49-9064,1999,11.789999999999997,H_MEDIAN,3870.0,1,True
49-9071,1999,11.989999999999998,H_MEDIAN,1201690.0,1,True
49-9091,1999,11.939999999999998,H_MEDIAN,35900.0,1,True
49-9092,1999,27.169999999999998,H_MEDIAN,2400.0,1,True
49-9094,1999,12.660000000000002,H_MEDIAN,11300.0,1,True
49-9095,1999,10.069999999999999,H_MEDIAN,13200.0,1,True
49-9096,1999,15.120000000000001,H_MEDIAN,15850.0,1,True
49-9097,1999,18.910000000000004,H_MEDIAN,3720.0,1,True
49-9098,1999,9.14,H_MEDIAN,145610.0,1,True
49-9099,1999,9.530000000000001,H_MEDIAN,2980.0,1,False
51-1011,1999,18.61,H_MEDIAN,760050.0,1,True
51-2011,1999,17.829999999999995,H_MEDIAN,18070.0,1,True
51-2021,1999,9.650000000000002,H_MEDIAN,56350.0,1,True
51-2022,1999,9.839999999999998,H_MEDIAN,387430.0,1,True
51-2023,1999,10.69,H_MEDIAN,69830.0,1,True
51-2031,1999,13.229999999999999,H_MEDIAN,85570.0,1,True
51-2041,1999,12.620000000000001,H_MEDIAN,94390.0,1,True
51-2051,1999,10.199999999999998,H_MEDIAN,49750.0,1,True
51-2061,1999,9.9,H_MEDIAN,10270.0,1,True
51-2092,1999,9.95,H_MEDIAN,1302820.0,1,True
51-3011,1999,8.82,H_MEDIAN,176080.0,1,True
51-3021,1999,11.199999999999998,H_MEDIAN,138870.0,1,True
51-3022,1999,8.08,H_MEDIAN,159890.0,1,True
51-3023,1999,9.179999999999998,H_MEDIAN,116970.0,1,True
51-3091,1999,9.829999999999998,H_MEDIAN,19830.0,1,True
51-3092,1999,9.639999999999999,H_MEDIAN,64760.0,1,True
51-3093,1999,9.850000000000001,H_MEDIAN,44340.0,1,True
51-4021,1999,11.250000000000002,H_MEDIAN,108570.0,1,True
51-4022,1999,11.910000000000002,H_MEDIAN,60970.0,1,True
51-4023,1999,12.949999999999998,H_MEDIAN,47580.0,1,True
51-4031,1999,10.670000000000002,H_MEDIAN,353300.0,1,True
51-4032,1999,11.889999999999999,H_MEDIAN,75140.0,1,True
51-4033,1999,11.54,H_MEDIAN,127920.0,1,True
51-4034,1999,13.650000000000002,H_MEDIAN,83940.0,1,True
51-4035,1999,12.700000000000001,H_MEDIAN,35830.0,1,True
51-4041,1999,14.299999999999999,H_MEDIAN,419800.0,1,True
51-4051,1999,12.94,H_MEDIAN,19350.0,1,True
51-4052,1999,12.339999999999998,H_MEDIAN,15600.0,1,True
51-4061,1999,16.14999999999999,H_MEDIAN,12520.0,1,True
51-4062,1999,13.450000000000001,H_MEDIAN,8340.0,1,True
51-4071,1999,11.390000000000002,H_MEDIAN,34840.0,1,True
51-4072,1999,9.809999999999999,H_MEDIAN,179640.0,1,True
51-4081,1999,12.0,H_MEDIAN,103620.0,1,True
51-4111,1999,18.600000000000005,H_MEDIAN,132350.0,1,True
51-4121,1999,12.58,H_MEDIAN,410040.0,1,True
51-4122,1999,12.290000000000001,H_MEDIAN,68680.0,1,True
51-4191,1999,12.130000000000003,H_MEDIAN,36300.0,1,True
51-4192,1999,13.899999999999999,H_MEDIAN,17990.0,1,True
51-4193,1999,10.760000000000002,H_MEDIAN,58350.0,1,True
51-4194,1999,13.19,H_MEDIAN,28150.0,1,True
51-5111,1999,13.899999999999999,H_MEDIAN,109350.0,1,True
51-5112,1999,12.868946311736483,H_MEDIAN,254830.0,2,False
51-5113,1999,10.502358506932223,H_MEDIAN,162420.0,3,False
51-6011,1999,7.249999999999999,H_MEDIAN,217350.0,1,True
51-6021,1999,7.490000000000001,H_MEDIAN,93320.0,1,True
51-6031,1999,7.570000000000001,H_MEDIAN,403770.0,1,True
51-6041,1999,8.039999999999997,H_MEDIAN,15610.0,1,True
51-6042,1999,8.630000000000003,H_MEDIAN,11450.0,1,True
51-6051,1999,8.06,H_MEDIAN,23910.0,1,True
51-6052,1999,9.290000000000001,H_MEDIAN,32310.0,1,True
51-6061,1999,9.09,H_MEDIAN,44450.0,1,True
51-6062,1999,8.979999999999999,H_MEDIAN,39870.0,1,True
51-6063,1999,10.000000000000002,H_MEDIAN,79440.0,1,True
51-6064,1999,9.909999999999998,H_MEDIAN,83360.0,1,True
51-6091,1999,11.970000000000002,H_MEDIAN,35810.0,1,True
51-6092,1999,10.630000000000003,H_MEDIAN,16920.0,1,True
51-6093,1999,10.979999999999999,H_MEDIAN,45380.0,1,True
51-7011,1999,10.459999999999999,H_MEDIAN,136910.0,1,True
51-7021,1999,9.859999999999998,H_MEDIAN,38040.0,1,True
51-7031,1999,11.839999999999998,H_MEDIAN,4910.0,1,True
51-7032,1999,14.480000000000002,H_MEDIAN,5820.0,1,True
51-7041,1999,9.709999999999999,H_MEDIAN,54760.0,1,True
51-7042,1999,9.650000000000002,H_MEDIAN,103650.0,1,True
51-8011,1999,26.729999999999997,H_MEDIAN,3240.0,1,True
51-8012,1999,22.6,H_MEDIAN,14080.0,1,True
51-8013,1999,21.300000000000004,H_MEDIAN,34310.0,1,True
51-8021,1999,18.54,H_MEDIAN,56350.0,1,True
51-8031,1999,14.460000000000003,H_MEDIAN,81830.0,1,True
51-8091,1999,18.879999999999995,H_MEDIAN,64320.0,1,True
51-8092,1999,20.889999999999997,H_MEDIAN,16740.0,1,True
51-8093,1999,21.550000000000004,H_MEDIAN,34370.0,1,True
51-9011,1999,16.58,H_MEDIAN,51080.0,1,True
51-9012,1999,13.229999999999999,H_MEDIAN,33470.0,1,True
51-9021,1999,11.709999999999997,H_MEDIAN,49690.0,1,True
51-9022,1999,10.15,H_MEDIAN,49510.0,1,True
51-9023,1999,12.259999999999998,H_MEDIAN,114540.0,1,True
51-9031,1999,9.78,H_MEDIAN,33590.0,1,True
51-9032,1999,10.869999999999997,H_MEDIAN,85060.0,1,True
51-9041,1999,11.44,H_MEDIAN,74100.0,1,True
51-9051,1999,12.519999999999998,H_MEDIAN,29640.0,1,True
51-9061,1999,11.680000000000001,H_MEDIAN,577650.0,1,True
51-9071,1999,11.189999999999998,H_MEDIAN,28690.0,1,True
51-9081,1999,12.46,H_MEDIAN,42940.0,1,True
51-9082,1999,10.970000000000002,H_MEDIAN,13610.0,1,True
51-9083,1999,9.489999999999998,H_MEDIAN,34590.0,1,True
51-9111,1999,9.009999999999998,H_MEDIAN,379760.0,1,True
51-9123,1999,9.56,H_MEDIAN,34780.0,1,True
51-9124,1999,11.787196881919636,H_MEDIAN,147530.0,2,False
51-9141,1999,12.45,H_MEDIAN,42110.0,1,True
51-9151,1999,9.023956677081541,H_MEDIAN,76440.0,2,False
51-9161,1999,13.070000000000002,H_MEDIAN,168170.0,1,False
51-9162,1999,17.26999999999999,H_MEDIAN,24180.0,1,False
51-9191,1999,10.23,H_MEDIAN,32440.0,1,True
51-9192,1999,9.41,H_MEDIAN,18850.0,1,True
51-9193,1999,9.36,H_MEDIAN,6200.0,1,True
51-9194,1999,9.500000000000002,H_MEDIAN,9420.0,1,True
51-9195,1999,10.470000000000002,H_MEDIAN,34310.0,1,True
51-9196,1999,12.819999999999999,H_MEDIAN,118830.0,1,True
51-9197,1999,17.930000000000003,H_MEDIAN,16680.0,1,True
51-9198,1999,8.370000000000001,H_MEDIAN,584060.0,1,True
53-1041,1999,17.02,H_MEDIAN,8090.0,1,True
53-1042,1999,15.88,H_MEDIAN,138210.0,1,True
53-1043,1999,18.800000000000004,H_MEDIAN,175260.0,1,False
53-1044,1999,16.44783308593691,H_MEDIAN,259870.0,2,False
53-1049,1999,18.800000000000004,H_MEDIAN,175260.0,1,False
53-2012,1999,20.567307692307693,A_MEDIAN,18780.0,1,True
53-2021,1999,35.61,H_MEDIAN,22620.0,1,True
53-2022,1999,13.149999999999999,H_MEDIAN,4510.0,1,True
53-3011,1999,8.4,H_MEDIAN,13520.0,1,True
53-3031,1999,9.709999999999999,H_MEDIAN,385210.0,1,True
53-3032,1999,14.739999999999998,H_MEDIAN,1558400.0,1,True
53-3033,1999,10.33,H_MEDIAN,1085050.0,1,True
53-3051,1999,9.57,H_MEDIAN,463860.0,1,False
53-3052,1999,11.669999999999998,H_MEDIAN,160210.0,1,True
53-3053,1999,9.19864133698974,H_MEDIAN,583490.0,2,False
53-3054,1999,7.890000000000001,H_MEDIAN,119630.0,1,False
53-4011,1999,21.19,H_MEDIAN,19940.0,1,True
53-4013,1999,17.44,H_MEDIAN,5070.0,1,True
53-4022,1999,18.67479376485515,H_MEDIAN,15390.0,2,False
53-4031,1999,19.44,H_MEDIAN,36680.0,1,True
53-5011,1999,11.970000000000002,H_MEDIAN,27200.0,1,True
53-5021,1999,18.999999999999996,H_MEDIAN,20660.0,1,True
53-5022,1999,12.74,H_MEDIAN,4000.0,1,True
53-5031,1999,21.31,H_MEDIAN,6800.0,1,True
53-6011,1999,14.299999999999999,H_MEDIAN,6970.0,1,True
53-6021,1999,6.89,H_MEDIAN,109340.0,1,True
53-6031,1999,7.109999999999999,H_MEDIAN,109050.0,1,True
53-6041,1999,14.56,H_MEDIAN,5000.0,1,True
53-6051,1999,20.29000000000001,H_MEDIAN,22440.0,1,True
53-6061,1999,8.13,H_MEDIAN,22780.0,1,True
53-7011,1999,11.080000000000002,H_MEDIAN,57180.0,1,True
53-7021,1999,15.289999999999997,H_MEDIAN,53830.0,1,True
53-7031,1999,12.960000000000004,H_MEDIAN,1910.0,1,True
53-7041,1999,14.180000000000001,H_MEDIAN,7900.0,1,True
53-7051,1999,11.49,H_MEDIAN,590710.0,1,True
53-7061,1999,7.259999999999998,H_MEDIAN,302380.0,1,True
53-7062,1999,8.75,H_MEDIAN,2035640.0,1,True
53-7063,1999,9.400000000000002,H_MEDIAN,176400.0,1,True
53-7064,1999,7.200000000000002,H_MEDIAN,1114330.0,1,True
53-7065,1999,8.35,H_MEDIAN,1800840.0,1,True
53-7071,1999,17.87,H_MEDIAN,6940.0,1,True
53-7072,1999,15.699999999999998,H_MEDIAN,13480.0,1,True
53-7073,1999,16.190000000000005,H_MEDIAN,14710.0,1,True
53-7081,1999,11.189999999999998,H_MEDIAN,135320.0,1,True
53-7121,1999,12.43,H_MEDIAN,20830.0,1,True
53-7199,1999,13.729999999999999,H_MEDIAN,62360.0,1,False
11-1011,2003,64.77999999999999,H_MEDIAN,389880.0,1,True
11-1021,2003,34.99999999999999,H_MEDIAN,1892060.0,1,True
11-1031,2003,7.900000000000002,H_MEDIAN,65280.0,1,True
11-2011,2003,29.010000000000005,H_MEDIAN,71100.0,1,True
11-2021,2003,40.01,H_MEDIAN,182600.0,1,True
11-2022,2003,38.69,H_MEDIAN,314180.0,1,True
11-2032,2003,31.160000000000004,H_MEDIAN,58490.0,1,False
11-2033,2003,31.160000000000004,H_MEDIAN,58490.0,1,False
11-3012,2003,27.370000000000005,H_MEDIAN,278300.0,1,False
11-3013,2003,27.370000000000005,H_MEDIAN,278300.0,1,False
11-3021,2003,43.15,H_MEDIAN,266020.0,1,True
11-3031,2003,37.16,H_MEDIAN,521750.0,1,True
11-3051,2003,33.9,H_MEDIAN,166350.0,1,True
11-3061,2003,31.219999999999995,H_MEDIAN,91060.0,1,True
11-3071,2003,30.57,H_MEDIAN,97450.0,1,True
11-9013,2003,22.830000000000013,H_MEDIAN,5420.0,1,False
11-9021,2003,31.960000000000004,H_MEDIAN,196110.0,1,True
11-9031,2003,16.59,H_MEDIAN,56030.0,1,True
11-9032,2003,35.331730769230774,A_MEDIAN,206310.0,1,True
11-9033,2003,32.040000000000006,H_MEDIAN,98160.0,1,True
11-9041,2003,45.42000000000002,H_MEDIAN,194940.0,1,True
11-9051,2003,17.91,H_MEDIAN,229960.0,1,True
11-9071,2003,27.459999999999987,H_MEDIAN,3560.0,1,True
11-9081,2003,17.160000000000004,H_MEDIAN,30760.0,1,True
11-9111,2003,31.04,H_MEDIAN,226160.0,1,True
11-9121,2003,41.279999999999994,H_MEDIAN,41810.0,1,True
11-9131,2003,24.09999999999999,H_MEDIAN,26060.0,1,True
11-9141,2003,18.46,H_MEDIAN,156120.0,1,True
11-9151,2003,21.849999999999998,H_MEDIAN,116020.0,1,True
11-9161,2003,21.68,H_MEDIAN,9760.0,1,True
11-9171,2003,21.48,H_MEDIAN,23080.0,1,False
13-1011,2003,26.27,H_MEDIAN,12380.0,1,True
13-1021,2003,20.599999999999998,H_MEDIAN,15550.0,1,True
13-1022,2003,20.28,H_MEDIAN,138630.0,1,True
13-1023,2003,22.430000000000003,H_MEDIAN,237210.0,1,True
13-1031,2003,21.180000000000003,H_MEDIAN,234190.0,1,True
13-1032,2003,20.990000000000013,H_MEDIAN,11450.0,1,True
13-1041,2003,22.49,H_MEDIAN,154600.0,1,False
13-1051,2003,23.220000000000002,H_MEDIAN,184620.0,1,True
13-1071,2003,19.600000000000005,H_MEDIAN,164020.0,1,False
13-1074,2003,7.789999999999999,H_MEDIAN,3340.0,1,True
13-1111,2003,30.089999999999993,H_MEDIAN,423880.0,1,True
13-1121,2003,20.159079707703512,H_MEDIAN,180950.0,2,False
13-1141,2003,22.53000000000001,H_MEDIAN,86450.0,1,True
13-1151,2003,21.229999999999993,H_MEDIAN,199460.0,1,True
13-1161,2003,23.141901030693116,H_MEDIAN,290160.0,2,False
13-2011,2003,23.59,H_MEDIAN,924640.0,1,True
13-2022,2003,20.970000000000006,H_MEDIAN,61070.0,1,False
13-2023,2003,20.970000000000006,H_MEDIAN,61070.0,1,False
13-2031,2003,26.209999999999994,H_MEDIAN,55560.0,1,True
13-2041,2003,21.65,H_MEDIAN,68910.0,1,True
13-2051,2003,28.869999999999997,H_MEDIAN,165420.0,1,False
13-2052,2003,28.220000000000002,H_MEDIAN,85670.0,1,True
13-2053,2003,22.74999999999999,H_MEDIAN,96890.0,1,True
13-2054,2003,28.869999999999997,H_MEDIAN,165420.0,1,False
13-2061,2003,28.360000000000003,H_MEDIAN,22720.0,1,True
13-2071,2003,16.09,H_MEDIAN,30810.0,1,True
13-2072,2003,22.430000000000003,H_MEDIAN,237150.0,1,True
13-2081,2003,20.569999999999997,H_MEDIAN,71060.0,1,True
13-2082,2003,12.76,H_MEDIAN,50410.0,1,True
15-1211,2003,30.849999999999998,H_MEDIAN,474780.0,1,False
15-1212,2003,28.42,H_MEDIAN,148030.0,1,False
15-1221,2003,39.22999999999999,H_MEDIAN,23210.0,1,True
15-1231,2003,28.42,H_MEDIAN,148030.0,1,False
15-1232,2003,18.96000000000001,H_MEDIAN,482990.0,1,True
15-1241,2003,30.254246431599054,H_MEDIAN,622810.0,2,False
15-1242,2003,27.980000000000004,H_MEDIAN,100890.0,1,False
15-1243,2003,27.980000000000004,H_MEDIAN,100890.0,1,False
15-1244,2003,27.504517121067767,H_MEDIAN,386010.0,2,False
15-1251,2003,29.48999999999998,H_MEDIAN,431640.0,1,True
15-1252,2003,35.609545930360206,H_MEDIAN,677900.0,2,False
15-1253,2003,35.609545930360206,H_MEDIAN,677900.0,2,False
15-1254,2003,28.42,H_MEDIAN,148030.0,1,False
15-1255,2003,28.42,H_MEDIAN,148030.0,1,False
15-1299,2003,14.410000000000004,H_MEDIAN,160170.0,1,False
15-2011,2003,34.86,H_MEDIAN,14680.0,1,True
15-2021,2003,37.63999999999999,H_MEDIAN,2470.0,1,True
15-2031,2003,28.030000000000012,H_MEDIAN,58080.0,1,True
15-2041,2003,28.639999999999997,H_MEDIAN,18370.0,1,True
15-2099,2003,17.570000000000004,H_MEDIAN,2180.0,1,False
17-1011,2003,27.860000000000003,H_MEDIAN,91010.0,1,True
17-1012,2003,24.27,H_MEDIAN,18910.0,1,True
17-1021,2003,21.239999999999995,H_MEDIAN,8940.0,1,True
17-1022,2003,19.64,H_MEDIAN,51490.0,1,True
17-2011,2003,35.83,H_MEDIAN,70740.0,1,True
17-2021,2003,24.51,H_MEDIAN,2270.0,1,True
17-2031,2003,30.609999999999996,H_MEDIAN,6980.0,1,True
17-2041,2003,35.459999999999994,H_MEDIAN,32490.0,1,True
17-2051,2003,29.730000000000004,H_MEDIAN,206350.0,1,True
17-2061,2003,36.53,H_MEDIAN,72550.0,1,True
17-2071,2003,33.48,H_MEDIAN,146150.0,1,True
17-2072,2003,34.31,H_MEDIAN,137320.0,1,True
17-2081,2003,30.189999999999994,H_MEDIAN,45480.0,1,True
17-2111,2003,28.68,H_MEDIAN,29920.0,1,True
17-2112,2003,30.230000000000008,H_MEDIAN,156780.0,1,True
17-2121,2003,33.89000000000001,H_MEDIAN,4960.0,1,True
17-2131,2003,30.250000000000014,H_MEDIAN,23120.0,1,True
17-2141,2003,30.719999999999995,H_MEDIAN,207810.0,1,True
17-2151,2003,30.060000000000006,H_MEDIAN,4730.0,1,True
17-2161,2003,40.18000000000001,H_MEDIAN,16010.0,1,True
17-2171,2003,40.340000000000025,H_MEDIAN,11630.0,1,True
17-3011,2003,18.12,H_MEDIAN,97800.0,1,True
17-3012,2003,20.06,H_MEDIAN,33720.0,1,True
17-3013,2003,19.959999999999997,H_MEDIAN,74010.0,1,True
17-3021,2003,25.330000000000005,H_MEDIAN,13900.0,1,True
17-3022,2003,18.300000000000004,H_MEDIAN,90060.0,1,True
17-3023,2003,20.98000000000001,H_MEDIAN,177940.0,1,True
17-3024,2003,18.879999999999995,H_MEDIAN,25820.0,1,True
17-3025,2003,17.880000000000003,H_MEDIAN,17630.0,1,True
17-3026,2003,20.130000000000003,H_MEDIAN,64260.0,1,True
17-3027,2003,20.13999999999999,H_MEDIAN,50510.0,1,True
17-3031,2003,14.19,H_MEDIAN,57740.0,1,True
19-1021,2003,29.95,H_MEDIAN,14430.0,1,True
19-1022,2003,25.209999999999997,H_MEDIAN,14110.0,1,True
19-1023,2003,23.720000000000002,H_MEDIAN,12880.0,1,True
19-1031,2003,24.63,H_MEDIAN,13780.0,1,True
19-1032,2003,22.75,H_MEDIAN,9840.0,1,True
19-1041,2003,26.21999999999999,H_MEDIAN,3770.0,1,True
19-1042,2003,28.470000000000002,H_MEDIAN,60830.0,1,True
19-2011,2003,42.45,H_MEDIAN,770.0,1,True
