onet_code,S1,S2,A1,A2
19-3033.00,3.116296296296296,0.11,3.6865,0.558125
19-3034.00,3.125185185185185,0.1575,3.7255000000000003,0.598125
19-3039.02,3.5199999999999996,0.62375,4.1065,0.8865625
19-3039.03,3.3214814814814813,0.20375,3.969,0.9696875
19-3041.00,3.2785185185185184,0.0625,3.7435,0.4575
19-3051.00,3.4581481481481484,0.35875,3.781,0.820625
19-3091.00,3.167037037037037,0.3125,3.9185000000000003,1.0787499999999999
19-3092.00,3.137407407407408,0.17125,3.8255000000000003,0.6990625
19-3093.00,2.7222222222222223,0.125,3.376,0.55
19-3094.00,3.138888888888889,0.11,3.6769999999999996,0.4728125
19-3099.01,3.345925925925926,0.46875,3.775,0.7809375
19-4012.00,2.5970370370370373,1.78125,3.2380000000000004,2.176875
19-4012.01,2.8796296296296298,2.4074999999999998,3.4935,1.8746875
19-4013.00,2.476666666666667,1.7025000000000001,3.1245000000000003,1.3425
19-4021.00,2.8374074074074076,1.9525000000000001,3.536,1.639375
19-4031.00,2.9433333333333334,2.64125,3.5170000000000003,1.8475
19-4042.00,3.007777777777778,1.86125,3.5045,1.9959375
19-4051.02,2.7629629629629626,1.8587500000000001,3.4814999999999996,1.8715625
19-4061.00,2.982222222222222,0.9075,3.3305,0.7112499999999999
19-4071.00,2.8003703703703704,2.05,3.257,2.4853125
19-4092.00,2.86962962962963,1.6412499999999999,3.7935000000000003,2.1253125
19-4099.01,2.7503703703703706,2.23375,3.3369999999999997,1.6203125
19-4099.03,3.023333333333333,2.07875,3.681,1.3284375
19-5011.00,3.2218518518518517,1.625,3.681,1.4884375
19-5012.00,2.897777777777778,1.25,3.3685,1.60625
21-1011.00,3.1392592592592594,0.5475,3.4805,1.3009375
21-1012.00,2.9903703703703703,0.2025,3.4935,0.5465625
21-1013.00,3.324074074074074,0.10875,3.6755000000000004,0.6440625
21-1014.00,3.3466666666666667,0.14,3.8625,0.7140625
21-1015.00,3.086666666666667,0.14,3.3495,0.730625
21-1021.00,3.1525925925925926,0.655,3.4385,1.216875
21-1022.00,3.235925925925926,0.33,3.6060000000000003,0.92625
21-1023.00,3.300740740740741,0.4525,3.7755,0.88625
21-1091.00,3.11,0.34375,3.3075,0.9918750000000001
21-1092.00,2.8566666666666665,0.64125,3.1305,1.4365625
21-1093.00,2.8985185185185185,0.5625,3.3634999999999997,1.1528125
21-1094.00,3.0044444444444447,0.76625,3.2565,1.793125
21-2011.00,3.328888888888889,0.14125,3.6950000000000003,0.59375
21-2021.00,3.2137037037037035,0.4525,3.3615000000000004,0.683125
23-1011.00,3.384444444444444,0.0475,3.9305,0.615625
23-1012.00,2.6114814814814817,0.14125,3.5515,0.618125
23-1021.00,3.1122222222222224,0.0775,3.7505,0.59375
23-1022.00,2.8614814814814817,0.07875,3.5189999999999997,0.47250000000000003
23-1023.00,3.3385185185185184,0.03125,3.8745,0.4875
23-2011.00,2.356666666666667,0.09375,3.1125,0.645
23-2093.00,2.295185185185185,0.125,2.887,0.5828125
25-1011.00,3.208888888888889,0.155,3.749,0.511875
25-1021.00,3.509259259259259,0.61,3.782,0.6253125
25-1022.00,3.092222222222222,0.09375,3.7815,0.4528125
25-1031.00,3.4674074074074075,0.47,3.936,0.769375
25-1032.00,3.407777777777778,0.61,4.0505,0.7215625
25-1041.00,3.3659259259259255,0.6575,3.7689999999999997,1.0034375
25-1042.00,3.3251851851851852,0.6575,3.8244999999999996,0.683125
25-1043.00,3.3659259259259255,0.59375,3.6814999999999998,0.9696875
25-1051.00,3.475925925925926,0.23375,3.968,0.5934375
25-1052.00,3.4025925925925926,0.79625,3.9259999999999997,0.6796875
25-1053.00,3.361851851851852,0.345,3.662,0.5225
25-1054.00,3.4625925925925922,1.18625,3.8689999999999998,0.796875
25-1061.00,3.402222222222222,0.07875,3.875,0.629375
25-1062.00,3.207777777777778,0.125,3.4935,0.5075000000000001
25-1063.00,3.100740740740741,0.17125,3.7880000000000003,0.6168750000000001
25-1064.00,3.2877777777777775,0.11,3.594,0.5434375
25-1065.00,3.1018518518518516,0.09375,3.444,0.4253125
25-1066.00,3.3981481481481484,0.11,3.6565,0.4721875
25-1067.00,3.2692592592592593,0.11,3.5555,0.4134375
25-1071.00,3.305925925925926,0.78125,3.7380000000000004,0.9246875
25-1072.00,3.4485185185185183,0.735,3.876,1.34375
25-1081.00,3.2507407407407407,0.0625,3.5925,0.56625
25-1082.00,3.18962962962963,0.15625,3.6255,0.5125
25-1111.00,3.037037037037037,0.0775,3.4685,0.44906250000000003
25-1112.00,3.1566666666666667,0.125,3.7935000000000003,0.445625
25-1113.00,3.404074074074074,0.125,3.6439999999999997,0.5
25-1121.00,3.1151851851851853,0.3125,3.6064999999999996,1.0734375
25-1122.00,3.1844444444444444,0.14125,3.4935,0.5221875
25-1123.00,3.0418518518518516,0.0625,3.62,0.4225
25-1124.00,3.004814814814815,0.15625,3.4395,0.5234375
25-1125.00,3.088148148148148,0.07875,3.4564999999999997,0.4215625
25-1126.00,3.07,0.11,3.4985,0.44875
25-1192.00,3.078148148148148,0.2975,3.4635,0.6128125
25-1193.00,3.138888888888889,0.37375,3.4875,0.7275
25-1194.00,2.93962962962963,1.705,3.1935,1.54625
25-2011.00,2.5129629629629626,0.485,3.012,1.3396875
25-2012.00,2.726666666666667,0.35875,3.2939999999999996,1.21875
25-2021.00,3.0192592592592593,0.34375,3.5140000000000002,0.949375
25-2022.00,2.917777777777778,0.265,3.4564999999999997,0.7615625
25-2023.00,2.9485185185185183,0.985,3.3939999999999997,1.38625
25-2031.00,3.014074074074074,0.29625,3.582,0.7725
25-2032.00,3.0322222222222224,1.31125,3.6635,1.660625
25-2051.00,2.9444444444444446,0.40625,3.3880000000000003,1.375
25-2056.00,2.870740740740741,0.62375,3.526,1.096875
25-2057.00,2.861111111111111,0.09375,3.508,0.7734375
25-2058.00,3.0566666666666666,0.29625,3.5515,0.9021875
25-2059.01,3.0192592592592593,0.6725,3.4135,1.9684375
25-3011.00,2.740740740740741,0.15500000000000003,3.3299999999999996,0.59
25-3021.00,2.4018518518518515,0.5,2.9555,1.0153125
25-3031.00,2.361851851851852,0.18625,2.9565,0.7759375
25-3041.00,2.69,0.09375,3.28,0.6009375
25-4011.00,2.782962962962963,0.5,3.2555,1.081875
25-4012.00,3.4025925925925926,0.60875,3.8435,1.2215625
25-4013.00,2.6518518518518515,1.23625,3.3265000000000002,1.7378125
25-4022.00,2.6944444444444446,0.39249999999999996,3.2185,1.148125
25-4031.00,2.26,0.49875,2.856,1.2959375
25-9021.00,3.51962962962963,0.79625,3.844,1.5546875
25-9031.00,3.3988888888888886,0.42125,3.774,0.6909375
25-9042.00,2.546666666666667,0.51625,3.12,1.3584375
25-9043.00,2.2777777777777777,0.37375,2.92,1.0809375
25-9044.00,2.6244444444444444,0.45375,3.1559999999999997,0.6871875000000001
27-1011.00,3.157777777777778,0.435,3.6,0.94125
27-1012.00,2.194074074074074,1.565,2.856,1.8190625
27-1013.00,2.1907407407407407,1.1724999999999999,2.9,1.7740625
27-1014.00,2.782962962962963,0.75,3.3685,1.179375
27-1021.00,3.301111111111111,1.205,3.6454999999999997,1.163125
27-1022.00,3.0459259259259257,0.6725,3.2064999999999997,1.253125
27-1023.00,2.3666666666666667,0.345,2.743,1.4009375
27-1024.00,2.7025925925925924,0.38875000000000004,3.137,0.918125
27-1025.00,3.068888888888889,0.69,3.469,0.785625
27-1026.00,2.3396296296296297,0.64,2.85,1.8984375
27-1027.00,3.06,1.1575,3.5005,1.6415625
27-2011.00,2.2033333333333336,0.03125,2.982,1.2471875
27-2012.00,3.3237037037037034,1.06125,3.775,1.445
27-2012.03,3.2781481481481483,0.7675,3.5769999999999995,1.01125
27-2012.04,2.800740740740741,0.17125,3.2365000000000004,0.70625
27-2012.05,3.095925925925926,2.2025,3.5185000000000004,1.578125
27-2021.00,2.4033333333333333,0.815,2.8375,2.6803125
27-2022.00,3.514074074074074,1.0162499999999999,3.5759999999999996,1.711875
27-2023.00,2.2125925925925927,0.31125,2.919,1.8421875
27-2031.00,1.9485185185185185,0.0475,2.6555,2.4609375
27-2032.00,2.722962962962963,0.09375,3.1805,2.293125
27-2041.00,2.8222222222222224,0.4375,3.5055,1.73375
27-2042.00,2.2314814814814814,0.62375,3.1425,1.8625
27-3011.00,2.388148148148148,0.86125,3.249,1.0434375
27-3031.00,3.1014814814814815,0.14,3.386,0.55125
27-3041.00,2.8985185185185185,0.625,3.5875,0.8321875
27-3042.00,2.4266666666666663,0.3125,3.018,0.63
27-3043.00,2.526666666666667,0.11,3.113,0.595625
27-3043.05,2.48037037037037,0.125,3.1865,0.7424999999999999
27-3091.00,2.4855555555555555,0.36,3.3295000000000003,0.980625
27-3092.00,1.537037037037037,0.845,2.6495,0.9090625
27-4011.00,2.5966666666666667,2.65625,3.182,1.9090625
27-4012.00,2.7174074074074075,2.9362500000000002,3.18,1.8865625
27-4014.00,2.5874074074074076,2.54625,3.1870000000000003,1.5821875
27-4021.00,2.5974074074074074,1.6099999999999999,3.1815,1.9071875
27-4031.00,2.517777777777778,2.235,3.0745,2.2290625
27-4032.00,2.4903703703703703,1.15625,3.281,1.0896875
29-1011.00,3.0925925925925926,0.73375,3.6060000000000003,1.78125
29-1021.00,3.5555555555555554,1.71875,3.9875,2.3121875
29-1022.00,3.39,1.75125,4.0065,2.2328125
29-1023.00,3.3333333333333335,1.2037499999999999,3.5875,1.5825
29-1024.00,3.0651851851851855,1.795,3.3869999999999996,1.9059375
29-1031.00,3.638148148148148,0.67125,3.725,0.6875
29-1041.00,3.2685185185185186,1.1412499999999999,3.9125,1.508125
29-1051.00,3.4029629629629627,0.7975,3.8865000000000003,1.2771875
29-1071.00,3.4151851851851855,0.7025,3.813,1.6021874999999999
29-1071.01,2.986666666666667,2.3449999999999998,3.5375,2.15625
29-1081.00,3.484814814814815,1.34375,4.006,1.5271875
29-1122.00,3.2644444444444445,0.765,3.5065,1.6009375
29-1122.01,2.8981481481481484,0.8125,3.4130000000000003,1.5159375
29-1123.00,3.1751851851851853,1.2337500000000001,3.5420000000000003,1.8628125
29-1124.00,2.852222222222222,2.5625,3.3825000000000003,2.1603125
29-1125.00,3.1151851851851853,0.62625,3.3125,1.87125
29-1126.00,3.0003703703703706,2.23375,3.37,2.0509375
29-1127.00,3.2544444444444447,0.765,3.9939999999999998,0.88625
29-1128.00,3.221111111111111,1.1724999999999999,3.643,1.6834375
29-1129.01,3.1114814814814817,0.39,3.4619999999999997,1.241875
29-1129.02,2.981851851851852,0.64125,3.4564999999999997,1.6875
29-1131.00,3.3096296296296295,1.03,3.7325000000000004,1.8828125
29-1141.00,3.1855555555555557,1.2974999999999999,3.8255000000000003,2.104375
29-1141.01,3.3340740740740737,1.43625,3.662,1.5384375
29-1141.02,3.2503703703703706,0.26625,3.6625,0.978125
29-1141.03,3.268148148148148,1.40375,3.7815,2.19125
29-1141.04,3.411111111111111,0.93875,3.7755,1.69875
29-1151.00,3.3055555555555554,2.3425000000000002,3.7744999999999997,1.940625
29-1161.00,3.166296296296296,0.74875,3.7630000000000003,1.6603125
29-1171.00,3.4581481481481484,1.0462500000000001,3.9174999999999995,1.8040625000000001
29-1181.00,3.3892592592592594,2.23125,3.838,1.4021875
29-1211.00,3.427037037037037,1.51375,3.875,1.90625
29-1213.00,3.2637037037037038,0.5175,3.8880000000000003,1.37125
29-1214.00,3.4940740740740743,0.9225,4.275,2.1746875
29-1215.00,3.376666666666667,0.67125,3.8924999999999996,1.0396874999999999
29-1216.00,3.3925925925925924,0.89125,4.1,1.2496875
29-1217.00,3.6529629629629627,0.84375,4.35,0.9137500000000001
29-1218.00,3.4955555555555553,0.59375,3.9829999999999997,1.694375
29-1221.00,3.3470370370370373,0.39125,3.9005,1.046875
29-1222.00,3.67037037037037,1.03125,4.243,1.2496875
29-1223.00,3.56037037037037,0.21875,3.937,0.8403125
29-1224.00,3.3614814814814817,1.655,4.1165,1.5815625
29-1229.01,3.3503703703703707,0.5625,3.9945,1.008125
29-1229.02,3.5144444444444445,0.4975,4.1805,1.440625
29-1229.03,3.32962962962963,1.28125,4.0445,1.9965625
29-1229.04,3.532962962962963,0.9825,3.931,1.5978125
29-1229.05,3.9625925925925922,0.48375,4.357,0.6834375
29-1229.06,3.472962962962963,1.3575,3.944,1.9303124999999999
29-1241.00,3.581851851851852,1.34375,4.156499999999999,2.0196875
29-1291.00,2.617037037037037,0.5,3.125,1.3390625
29-1292.00,2.457777777777778,1.62375,3.044,1.8546875
29-1299.01,3.2629629629629626,0.48375,3.9945,0.9409375
29-1299.02,3.134444444444444,0.45375,3.6755000000000004,1.2153125
29-2011.00,3.032962962962963,2.8449999999999998,3.6445,1.824375
29-2011.01,2.8574074074074076,1.3900000000000001,3.5115000000000003,1.3559375
29-2011.02,2.56037037037037,1.86125,3.3259999999999996,1.49625
29-2011.04,2.6440740740740742,2.1887499999999998,3.232,1.84375
29-2012.00,2.6203703703703702,2.34375,3.157,1.831875
29-2012.01,2.2033333333333336,1.4562499999999998,2.7055,1.6171875
29-2031.00,2.7218518518518517,2.23375,3.318,1.863125
29-2032.00,2.707777777777778,2.3575,3.2394999999999996,1.9734375
29-2033.00,2.768888888888889,2.125,3.313,1.71625
29-2034.00,2.4348148148148145,1.8275000000000001,3.112,2.1378125
29-2035.00,2.6751851851851853,1.9837500000000001,3.255,1.9284375
29-2036.00,3.2537037037037035,1.0775000000000001,3.7805,1.191875
29-2051.00,2.758518518518519,1.1875,3.168,1.7828125
29-2052.00,2.4622222222222225,0.74875,3.119,1.523125
29-2053.00,2.727777777777778,0.76375,3.131,1.71375
29-2055.00,2.6985185185185183,2.3137499999999998,3.17,2.2078125
29-2056.00,2.7877777777777775,2.0475,3.3939999999999997,1.9921875
29-2057.00,2.2492592592592593,1.6400000000000001,2.9745,1.30875
29-2061.00,2.9255555555555555,0.92125,3.418,2.0775
29-2081.00,2.714074074074074,1.47,3.1245000000000003,1.399375
29-2091.00,3.254074074074074,1.93875,3.656,1.778125
29-2092.00,2.6659259259259263,1.8275000000000001,3.087,1.3
29-2099.01,2.656296296296296,2.17125,3.2555,1.5696875000000001
29-2099.05,2.5825925925925928,1.23625,3.1745,1.5618750000000001
29-2099.08,2.857037037037037,0.1875,3.225,0.9890625
29-9091.00,3.0229629629629633,1.1412499999999999,3.4625,1.9071875
29-9092.00,2.9066666666666667,0.21875,3.7565,0.613125
29-9093.00,2.7448148148148146,1.5,3.3630000000000004,2.4953125
29-9099.01,3.014074074074074,0.75,3.588,1.706875
31-1121.00,2.3940740740740742,0.59375,2.932,1.8521874999999999
31-1122.00,2.1666666666666665,0.7975,2.6495,1.694375
31-1131.00,2.064814814814815,0.7374999999999999,2.712,1.8390625
31-1132.00,1.517037037037037,0.73375,2.331,1.9178125
31-1133.00,2.4633333333333334,0.78,2.957,2.0143750000000002
31-2011.00,2.667777777777778,1.09375,3.1350000000000002,1.7806250000000001
31-2012.00,2.44,0.9825,2.805,1.76875
31-2021.00,2.7822222222222224,1.6087500000000001,3.1995,1.8325
31-2022.00,2.245185185185185,0.9375,2.6740000000000004,1.7025000000000001
31-9011.00,2.167037037037037,0.235,2.724,1.62875
31-9091.00,2.3796296296296298,1.6412499999999999,2.9565,1.80875
31-9092.00,2.681111111111111,1.1099999999999999,3.2674999999999996,1.5821875
31-9093.00,2.1344444444444446,2.56,2.7184999999999997,2.1396875
31-9094.00,1.9248148148148148,0.24875000000000003,2.925,0.85
31-9095.00,1.9955555555555557,0.78125,2.662,1.320625
31-9096.00,2.4255555555555555,1.2337500000000001,2.762,1.8671875
31-9097.00,2.383703703703704,1.155,2.9234999999999998,1.66375
31-9099.01,2.6474074074074077,0.45375,3.3505000000000003,0.9143749999999999
31-9099.02,2.3377777777777777,2.40625,2.943,1.9728125
33-1011.00,2.975925925925926,0.8125,3.2755,2.304375
33-1012.00,3.2777777777777777,1.2662499999999999,3.567,2.4346875
33-1021.00,2.972962962962963,1.9224999999999999,3.4869999999999997,2.6840625
33-1091.00,2.904074074074074,1.375,3.2375,2.1165625
33-2011.00,2.7055555555555553,2.4675000000000002,3.4445,3.2896875
33-2021.00,2.845925925925926,1.18875,3.4445,2.0853125
33-2022.00,2.7507407407407407,1.65625,3.293,2.13625
33-3011.00,1.9451851851851851,0.46875,2.4755,1.7425
33-3012.00,2.527407407407407,1.37375,3.101,2.69125
33-3021.00,2.8514814814814815,1.0625,3.593,2.386875
33-3021.02,2.5088888888888885,0.9675,3.4385,1.97625
33-3021.06,2.921111111111111,0.1875,3.8869999999999996,0.7296875
33-3031.00,2.884444444444444,1.8925,3.3555,2.5003125
33-3041.00,2.0385185185185186,1.51375,2.612,2.0334375000000002
33-3051.00,2.7637037037037038,0.87375,3.45,2.8671875
33-3051.04,2.675925925925926,0.89125,3.375,2.1375
33-3052.00,2.5966666666666667,0.9525,3.1815,2.7221875
33-9011.00,2.212222222222222,0.59375,2.9385,2.098125
33-9021.00,2.638888888888889,0.53375,3.399,1.4021875
33-9031.00,2.356666666666667,0.8275,3.011,1.3125
33-9032.00,2.031851851851852,0.85875,2.6545,2.07
33-9091.00,1.4537037037037037,0.15625,2.038,1.55875
33-9092.00,2.004074074074074,0.625,2.7935,1.980625
33-9093.00,2.352222222222222,1.7662499999999999,3.0695,2.28875
33-9099.02,2.592222222222222,1.03375,2.9850000000000003,1.855
35-1011.00,3.18962962962963,1.7337500000000001,3.438,2.1125
35-1012.00,2.914814814814815,1.21875,3.0565,1.6675
35-2011.00,1.637037037037037,0.5625,2.3,1.3203125
35-2012.00,2.3940740740740742,1.1087500000000001,2.7625,1.7962500000000001
35-2013.00,2.4322222222222223,1.08,2.7485,1.7340625
35-2014.00,2.035925925925926,0.985,2.607,1.8709375
35-2015.00,1.8837037037037037,0.765,2.363,1.7259375000000001
35-2021.00,1.5137037037037036,0.70375,2.131,1.5046875
35-3011.00,2.3514814814814815,0.7975,2.9505,1.9175
35-3023.00,1.6240740740740742,0.4675,2.195,1.18375
35-3023.01,1.9396296296296296,1.5462500000000001,2.6925,1.8203125
35-3031.00,1.7540740740740741,0.45375,2.4435,1.5234375
35-3041.00,1.7159259259259259,0.74875,2.249,1.451875
35-9011.00,1.6003703703703704,0.625,2.0245,1.695625
35-9021.00,1.2966666666666666,1.59375,1.7615000000000003,1.7615625
35-9031.00,1.758888888888889,0.28125,2.525,1.210625
37-1011.00,2.681111111111111,1.5625,2.7920000000000003,1.6628125
37-1012.00,2.958888888888889,2.11,3.0420000000000003,2.29625
37-2011.00,1.5496296296296297,1.53,2.1695,1.6953125
37-2012.00,1.5762962962962963,0.61,2.0495,1.4534375
37-2021.00,2.5285185185185184,1.92375,2.9625,2.3678125
37-3011.00,1.5048148148148148,1.84375,2.0145,2.2996875
37-3012.00,2.084814814814815,2.0324999999999998,2.6565000000000003,2.1325
37-3013.00,2.054814814814815,2.23375,2.5629999999999997,2.8946875
39-1013.00,2.7174074074074075,1.25,3.168,1.7771875
39-1022.00,2.801111111111111,0.8275,3.044,1.1640625
39-2011.00,2.4903703703703703,0.8425,2.9884999999999997,2.28625
39-2021.00,1.865925925925926,0.79625,2.5,1.565625
39-3011.00,1.857037037037037,0.32875,2.7565,1.335625
39-3012.00,2.054814814814815,0.60875,2.806,1.17875
39-3021.00,1.8233333333333335,2.3112500000000002,2.489,1.9034375
39-3031.00,1.6896296296296296,0.60875,2.3065,1.30125
39-3091.00,1.7303703703703703,1.11125,2.3805,1.394375
39-3092.00,2.074074074074074,0.60875,2.557,1.5265625
39-3093.00,1.4959259259259259,0.2025,2.0255,0.81625
39-4011.00,2.5544444444444445,1.3587500000000001,2.8245,1.9365625
39-4021.00,1.7951851851851852,1.0,2.336,1.4328125
39-4031.00,3.07962962962963,1.125,3.2439999999999998,1.929375
39-5011.00,1.767777777777778,1.1087500000000001,2.407,1.351875
39-5012.00,2.375185185185185,0.655,2.874,1.6684375
39-5091.00,2.5366666666666666,0.7025,3.0615,1.7340625
39-5092.00,1.7400000000000002,0.4225,2.1185,0.9803125
39-5093.00,1.587037037037037,0.4525,2.0575,1.21125
39-5094.00,2.2544444444444443,0.71875,2.6945,1.2965625
39-6011.00,1.9292592592592595,1.20125,2.4545000000000003,2.116875
39-6012.00,2.302222222222222,0.12625,2.9379999999999997,0.6878125
39-7011.00,1.8877777777777778,0.15625,2.694,0.78875
39-7012.00,2.800740740740741,0.8425,3.1805,1.555
39-9011.00,2.240740740740741,0.5625,2.9259999999999997,1.4371875
39-9011.01,2.4481481481481477,0.5,2.925,2.0353125
39-9031.00,2.3474074074074074,0.7975,2.769,2.0359375
39-9032.00,2.8562962962962963,0.6575,3.005,1.4565625
39-9041.00,2.7507407407407407,0.64125,2.9875,1.1753125
41-1011.00,3.1014814814814815,0.595,3.2380000000000004,1.535625
41-1012.00,3.281481481481481,0.5,3.3865000000000003,0.7503124999999999
41-2011.00,1.8003703703703704,0.31375,2.581,1.3046875
41-2012.00,1.9062962962962962,1.405,2.693,1.5228125
41-2021.00,2.218888888888889,1.03,2.8245,1.55
41-2022.00,2.3196296296296297,1.68625,3.0765000000000002,1.773125
41-2031.00,2.4114814814814816,0.62625,2.8745000000000003,1.2771875
41-3011.00,2.884444444444444,0.59375,3.4135,0.8759375
41-3021.00,2.667037037037037,0.29625,3.274,0.51625
41-3031.00,2.9770370370370367,0.3275,3.537,0.65
41-3041.00,2.5185185185185186,0.2175,3.1635,0.625
41-4011.00,3.0544444444444445,0.57625,3.4859999999999998,0.738125
41-4011.07,2.7355555555555555,0.71875,3.1995,0.78875
41-4012.00,2.5733333333333337,0.26625,3.118,1.1128125
41-9011.00,2.4355555555555557,0.7975,3.0195,1.4025
41-9012.00,1.2077777777777778,0.015,1.9105,1.061875
41-9021.00,2.7137037037037035,0.5775,3.023,0.5153125
41-9022.00,2.888148148148148,0.735,3.2875,1.2153125
41-9031.00,3.51,0.875,3.8745,0.8753124999999999
41-9041.00,1.7722222222222224,0.06125,2.38,0.416875
41-9091.00,2.2355555555555555,0.14,2.6879999999999997,0.41375
43-1011.00,3.133703703703704,0.7975,3.282,0.8515625
43-2011.00,1.769259259259259,0.4225,2.62,0.7925
43-2021.00,1.7833333333333332,0.15625,2.543,0.7809375000000001
43-3011.00,2.31,0.2975,2.9684999999999997,0.6634375
43-3021.00,2.217037037037037,0.7975,2.9245,0.7190624999999999
43-3031.00,2.282962962962963,0.1075,3.1,0.746875
43-3041.00,2.0925925925925926,0.64125,2.8495,1.1712500000000001
43-3051.00,2.185185185185185,0.21875,3.012,0.613125
43-3061.00,2.6203703703703702,0.14125,2.9005,0.5384375
43-3071.00,2.292222222222222,0.6875,3.0305,1.230625
43-4011.00,2.457777777777778,0.18625000000000003,3.213,0.776875
43-4021.00,2.338888888888889,0.125,3.0185,0.538125
43-4031.00,2.3414814814814813,0.56125,2.912,0.765625
43-4051.00,2.4207407407407406,0.14,2.8920000000000003,0.8009375
43-4061.00,2.444814814814815,0.0625,3.1870000000000003,0.65625
43-4071.00,2.056296296296296,0.5,2.857,1.194375
43-4081.00,2.3755555555555556,0.4375,2.9059999999999997,1.0353125
43-4111.00,2.5692592592592596,0.15500000000000003,3.0435,0.6828125
43-4121.00,2.077777777777778,0.375,2.742,1.2375
43-4131.00,2.7396296296296296,0.405,3.4005,0.6878125
43-4141.00,2.25,0.2025,2.931,0.6603125
43-4151.00,2.3233333333333337,0.5475,3.0265,0.8309375
43-4161.00,2.513333333333333,0.21875,2.9865000000000004,0.500625
43-4171.00,2.0277777777777777,0.32999999999999996,2.7625,0.7971874999999999
43-4181.00,2.4166666666666665,0.4675,3.038,1.3756249999999999
43-5011.00,2.315185185185185,1.0462500000000001,2.9115,1.2021875
43-5011.01,2.6707407407407406,0.84375,3.1885,1.148125
43-5021.00,1.8103703703703704,1.06125,2.532,2.2409375000000002
43-5031.00,2.68,1.13875,3.344,1.4184375
43-5032.00,2.5103703703703704,0.57875,3.1555,0.8115625
43-5041.00,2.0407407407407407,1.53125,2.5695,2.234375
43-5051.00,2.054814814814815,0.765,2.8185,1.6090625
43-5052.00,1.5677777777777777,0.655,2.3255,2.1296875
43-5053.00,1.6992592592592592,1.2025000000000001,2.342,1.8978125000000001
43-5061.00,2.5544444444444445,0.70375,3.0185,1.0665625
43-5071.00,2.086666666666667,0.9525,2.668,1.9940625
43-5111.00,2.3051851851851852,1.4849999999999999,2.8735,1.8328125
43-6011.00,2.657777777777778,0.46875,3.3049999999999997,0.824375
43-6012.00,2.195185185185185,0.39,2.9745,0.723125
43-6013.00,2.1059259259259258,0.14,2.731,0.6793750000000001
43-6014.00,2.3551851851851855,0.32875,2.8884999999999996,0.6640625
43-9021.00,2.0233333333333334,0.4225,2.7079999999999997,1.218125
43-9022.00,1.8574074074074074,0.62375,2.6695,0.894375
43-9031.00,2.9025925925925926,1.345,3.3115,1.3803125
43-9041.00,2.306296296296296,0.3125,2.8735,0.79625
43-9051.00,1.8240740740740742,1.455,2.518,1.8546875
43-9061.00,2.1533333333333333,0.485,2.7675,0.84375
43-9071.00,2.142592592592593,2.125,2.5495,1.80125
43-9081.00,1.6485185185185185,0.235,2.5625,0.48125
43-9111.00,2.8107407407407408,0.3125,3.5445,0.6990625
45-1011.00,3.004814814814815,2.3425000000000002,3.2005000000000003,2.4575
45-2011.00,2.774074074074074,1.4075,3.2314999999999996,1.890625
45-2021.00,2.204074074074074,1.28,2.5245,1.971875
45-2041.00,1.212962962962963,0.39,1.7375,1.3328125
45-2091.00,1.6107407407407408,2.6875,2.3875,2.5471875
45-2092.00,2.0281481481481483,2.2800000000000002,2.5629999999999997,2.706875
45-2093.00,2.0837037037037036,2.32625,2.693,2.4453125
45-3031.00,1.9351851851851851,1.75,2.5695,2.875625
45-4011.00,2.1037037037037036,1.9212500000000001,2.6885,2.52375
45-4021.00,1.6203703703703705,2.1887499999999998,2.3329999999999997,3.0378125
45-4022.00,1.9066666666666667,2.75,2.456,2.6678125
45-4023.00,2.2551851851851854,1.4375,2.927,2.1834375
47-1011.00,2.883703703703704,2.2025,3.1615,2.1715625
47-1011.03,3.0737037037037034,2.5300000000000002,3.3310000000000004,2.2375
47-2011.00,2.2581481481481482,3.10875,2.8375,2.543125
47-2021.00,2.109259259259259,1.90625,2.6115000000000004,2.5946875
47-2022.00,2.3007407407407405,1.92,2.6685,2.64125
47-2031.00,2.518888888888889,2.42,3.068,2.749375
47-2041.00,2.033333333333333,1.8250000000000002,2.5755,2.3828125
47-2042.00,1.9125925925925926,0.9375,2.391,1.9746875
47-2043.00,1.7181481481481482,1.9224999999999999,2.2065,2.28875
47-2044.00,2.111111111111111,1.87625,2.712,2.3390625
47-2051.00,1.7774074074074075,1.75,2.3754999999999997,2.5596875
47-2053.00,1.7448148148148148,1.81375,2.3120000000000003,2.596875
47-2061.00,1.8003703703703704,2.1862500000000002,2.4625,2.655625
47-2071.00,1.7766666666666666,2.625,2.3434999999999997,2.6140625
47-2072.00,1.7037037037037037,2.64125,2.3195,2.6678125
47-2073.00,2.0503703703703704,2.76375,2.6315,2.6990625
47-2081.00,1.8322222222222222,1.7825,2.5204999999999997,2.4146875
47-2082.00,1.665925925925926,1.36125,2.0625,1.94875
47-2111.00,2.8974074074074077,3.4387499999999998,3.3630000000000004,2.7228125
47-2121.00,2.0140740740740743,1.875,2.618,2.271875
47-2131.00,1.864814814814815,2.065,2.411,2.4965625
47-2132.00,1.9400000000000002,1.455,2.4505,2.2465625
47-2141.00,1.7822222222222222,1.1412499999999999,2.3565,2.136875
47-2142.00,1.6533333333333333,1.0474999999999999,2.168,2.1875
47-2151.00,1.871111111111111,2.735,2.5575,2.406875
47-2152.00,2.315185185185185,2.89125,2.85,2.565625
47-2152.04,2.6114814814814817,3.3275,3.098,2.5578125
